Meter Reading (MR) Doc. No.,EQUNR,Geplante Ableseart,MR type,MR TYPE TEXT,MR category,ISTABLART_TXT,LOGIKZW,KENNZIFF,Record created on,Object changed on
"SSQTZonfWQww/qIZfjZic+EzDKYQhJQf+bOuhMI","Yt+GHRASYYPOpXbovmFIsr+LWD/GyAQnPoRxnlq","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","dSfAmUlUi/qsQPvDqGnxWjhnYYYwXjef+IRpNdq","1-1:1.8.0",2022-09-01T00:00:00,2022-09-15T00:00:00
"WzaSZhvFHwVeNJsdPchZgHsH/RB+YZyfosbcmnS","xEKkNaNYewOdaXsAcgEn/AVWyNBtSOrOMKGUOxb","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","nadSEUcYlQWe/UAQVVTEKWZVpTAlvjNtQLENTfi","1-1:1.8.0",2022-09-01T00:00:00,2022-09-13T00:00:00
"SiXLySKsCzjsrRvbM+amUWXuTR+JlmvQMUkxfTo","YbQYJP+xlopbjBgZPxOaZVyoRJELumwSyQs+SYQ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","xaEzSvbIjYUijrQhfkQPVppsQLZnLeRt/gUTEVa","1-1:1.8.0",2022-09-01T00:00:00,2022-09-15T00:00:00
"wFtaRKTqpEmmvFblFKnstBXgZ/UIdDEgkvRyxYm","VXwGrNtnYWyGQzozUxALiUVpSkrsvYzZfl/zyQF","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","DSFQKZrDGGARPrTFpPGcUWFA+ABWnX+WKnfKSOG","1-1:1.8.0",2022-09-01T00:00:00,2022-09-15T00:00:00
"zSwGhlCIlOcPTiFEqtYAIWWJQXRmMThJVyCTrel","vPHeTAAzWKdKWqYlTWLRA/WrJgSf+tpXcXIBpSt","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","TvsmWHnKFARsJFjXGGdKBzgZZbnXmZVkUCjUnzQ","1-1:1.8.0",2022-09-01T00:00:00,2022-09-16T00:00:00
"WhIWGAwlQam+XIF/ZtMgvEqhZrKZefzWCSTfLfY","oyYsTSkrisFL+nWXmtWfXGgfQJLLdJDMWhsoHXB","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","BTJzXhtRXMhVQNyRCbmIkVUVg+L+xZJhsjPMXw/","1-1:1.8.0",2022-09-01T00:00:00,2022-09-15T00:00:00
"LQITSUMvLXdANuiXdeLCMGrdzfJtqKqTTXQKpsS","HWLPLgNWAMXgMzBIVQuQ/qu/fQBcsIEoZSGuDXx","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","t+sJEKTeZTwRfLMXnFqmHPbAcKkRvYSndqiBIwU","1-0:1.8.0",2022-09-01T00:00:00,2022-09-13T00:00:00
"FmNBaqyPq/Eki+WiEWFYUXKFUfpVecnbFRZuq/S","JayIsxrYHUB/crlqoASXpKyqBgSHclxslaEeOFt","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","wiUqhSCrvtbBeDZBiYS/kLUc+VhdrsjSSJzWazS","1-1:1.8.0",2022-09-09T00:00:00,2022-11-11T00:00:00
"dWsXIWQmPYWrSBehSTcmViDG+KDoR/cetKSSrcK","btYWqUUkui/ZNZaoQoUUQxKEopNy+t+YLFcTUAq","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YHcInTn+O+zfQ+OQptxGxDXBWVDCVZuZwZbkcSn","1-1:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"BQvXRiGiPgKEQleVZluiQUQUVvSeUVQEwhCUxQI","PW+QAxIBWUNXTXLtmtBTbyplQxwvdpEY/CWgQ/Y","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","eaQQANaTfgHe+AFTs/BLHVOEeSFhZfxkOlIiLQA","1-1:1.8.2",2022-09-01T00:00:00,2022-09-20T00:00:00
"kMqdBYUILhxAkRvDglVszVTFXAhUpHuDHhbhMeO","oQWXXxseAOh/xAQcZFzxTllOvOsfZRHAFjaNntG","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","yRhcoQPyGpeUrDAXmykRDYyurMPGUmReyAbhQLc","1-0:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"uWOVnNTPJJiOQSqgU/qlXQWrfhApOUxRUSOBYma","shVElniMtfgdpPwcqeYWXlObakvqlAXRTjYzWAP","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","HhIBUcQjqYSOzYYsZlNVTVZWsAYArcsFwSVPULr","1-1:1.8.0",2022-09-01T00:00:00,2022-09-26T00:00:00
"gQUXfvoTGARJyHCezVRIsMsdjRIpwWfVZrkMBVN","UEwBhnaUMYyDSkzqbSZSDIpGxjXwLYeJfAhbAoq","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","dKRFUqqribqANxteGbieMekFixQXjduASEwjpju","1-1:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"EYWginDzTjRxebhRGprzntUsLYvpxACnjkDwiug","'+ZTJZxVRSCFoeMLdSsaILvJumZvfYvX/SZTSLZF","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","XdSHV/UPLeWMeVTQqVgtZHtOrqTaWSGRAZZtTSM","1-1:1.8.0",2022-09-01T00:00:00,2022-09-13T00:00:00
"whNqMxc/aySnUhyZXY/CirltAKUlkjkohZasefS","ZGf+ymlUrQNeyLdwmVyB+/IwKdfQhHQDpgHXUcL","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YSlhDdUqDiSRxUdRRoXTmTlGHyKInWNEUZNklmt","1-1:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"HCoZPQnnCB/nwTSHUULUZDYE+wC+nDFLHeXNboY","wnoIVDeZU+XEQTurVindTgCTStpoVYSuaL+zKvt","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ioNgEWWes++GyuRVImeSiYJGSNVgWMWCYyQIPty","1-0:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"wmGZKfXGMQeTZyqTR+ICgHkZnSbeyTcoNXVusbo","fA+XduomnGySZFnnzklARvr+HETrxUTWHWDQmKl","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","'+/IGozYFxcJNVjRcYBOIcyn/KgsowtuKgAtZewD","1-1:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"uvnEVhOmjtbTbYQZOSCHOhDsYULarAMWyAUJUHU","dzsYbMj+eOcSShKcyWbkh/+raZQ+SGgRKEEqtpM","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","BSXhdHTSauyYFutCMjBEeKSyRFSvKYMbSiKVMYB","1-1:1.8.0",2022-09-01T00:00:00,2022-09-13T00:00:00
"SZe/cSmNBslZBjQrUbhRDgpCxQISUKwMZXRj/aQ","TXUdNNVdthGpC+zRZURqkLVDyFqLZIiVLcpVaTm","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","gisLuhpUTNjGCRf+YKgsUykNWpfDWKhGZwvGrm+","1-0:1.8.0",2022-09-01T00:00:00,2022-09-26T00:00:00
"tArUWYZRtuohLShHRDHCMYrYkRfZU+aWpiXWofn","WRlzOnURvJXKJpdicxQO+QjRKQc+wtpKXUagnfV","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","uiQAuRpxGBwzLOrGdWeVdkzert+AkRfiYYmVXzo","1-1:1.8.0",2022-09-01T00:00:00,2022-09-13T00:00:00
"kYdxUMRkqhmxYWLeeeaicHGiVkkrVkjTr+AsW/d","hGsxPIDrNdBwSJIQpMvsi/uOVYml/TVQeXRSNhM","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","GV+XCKveTDghQSuWmdXyueTHnTtvUsNoAJRwgAQ","1-1:1.8.0",2022-09-01T00:00:00,2022-09-14T00:00:00
"NvKPBISGhq/DnndqlUuxQrcCtTAXxgigIXsQLyp","RUquZdTesjOtTncGpcMSPORgftYCluEqKNwVNcv","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","UkBOtqnESydBrfSzZUlrkTEbXUvRxxxoRRtzXMS","1-0:1.8.0",2022-09-01T00:00:00,2022-09-15T00:00:00
"RKvYmXgWbJmVqmNrrXJVvXSBnWkcqEraZIRfpBU","xFVBORTrLhsREAZYivkYwwSwQi/YSOOzsnOoSTp","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","GYaI/tzGCOgnYDXfIQAHEVjNjWPzptZ+BuZQRqI","1-0:1.8.0",2022-09-01T00:00:00,2022-09-13T00:00:00
"PytZjbREzZrcNXHVnUkyCEcLBZZykVS+YfPiXNT","zyYwPzshXSPZPaJlxcrECwvdsXMprgSexZubNhU","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","gUXVURTUU/dsuTJVWksRSOf/ndiMISOBltsDS+F","1-1:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"IIVKHkte/YgMwyDRvPgT/nXVtRZPUFwawlTDjlb","hixtmyhUXq/gvuUYQIEzYUN/SFIpBSZRvjsKiSC","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","npbjddGLTlxOPSB/ELUUfqMBXhGRlFBsBxDgrXX","1-0:1.8.0",2022-09-01T00:00:00,2022-09-13T00:00:00
"WLZGNrcJUaqAcqReIdWACcSFyHxQMXnFpkIdNZa","rtQTQXNJQEaRvOAIPVYQXGASBpBwbrpXXqyNwmt","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","fDYbEGWSrmAUojWZpUTrZXeoHRuDZWUpReKXjnK","1-1:1.8.0",2022-09-01T00:00:00,2022-09-13T00:00:00
"WzOvvXQVRJXWLZEbY/+DUWpFhraiawsGxdrQZoQ","PqWyxeHk+JGGZUIWAsvXHpGpAISqUvrsEzV/QIy","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ZBEaZjQUIdbU+YMHpeboxmXhGTQgTvkZOYsUbQu","1-1:1.8.0",2022-09-01T00:00:00,2022-09-13T00:00:00
"fQXYdRMRegOBpcqcUANWmRTdy+kTD/ZBd+GNftB","X/rLUIUdXHtWRxfashQeOZkUGgWaynXpivUkDUN","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","WWsVaXbXcXEwGfyrCUlWAhtbLLlLZpveFwxiYEZ","1-1:1.8.0",2022-09-01T00:00:00,2022-09-13T00:00:00
"dAMmTZFZtpvPaRxVfGRsSwcsRVqLvwJZRAZ/wBv","HyaVzhmSvoGVssCdZWXrXhCLhgRyIgWHtTOqWgr","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","x+ZZ+JsSBUzbfrAzXIObiVdXtTSxeiEYs/Mc+fX","1-0:1.8.0",2022-09-01T00:00:00,2022-09-14T00:00:00
"wTrZbKzVDBtSxGvFHkQBGDbcMCGQpkQOQkSQoRh","bFfOrOKLdhQNSwchNDRC/UYrQYbUOVaoYTXxkPY","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","pC/xRPS+puQjIZbLvqTDPKyWiuI+yHeXHCgtmYj","1-0:1.8.0",2022-09-01T00:00:00,2022-09-26T00:00:00
"TRDegFVjDbUYQCmxSRw/mZRrSTdtPTUQ+bdPBsT","inrLYSwbcxKixXKtXCWdXOkVdBNTaDTu/+hxRGP","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","aNIyWvYsViSpxufIlDzhWwiBEKeDgERYBsSUlMA","1-1:1.8.0",2022-09-01T00:00:00,2022-09-26T00:00:00
"vZXlk+dhTkFWZwlpHHzBMrFuZlTjFbSoXiGperG","DiC+YGQLyAErOUmQVSdYsQxFFNClzKqLPNgTXCQ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YEiBphDyDxZXJkIkAnvDzSOq/GFsUNQIZeWMZQe","1-1:1.8.0",2022-09-01T00:00:00,2022-09-14T00:00:00
"/WYtqwbhwYXqHJRMXwTXTnVSlTNoYAZWPaqIeFF","EIWRNOzVTtkzhbsZrjOZmSD+gSKRqEhWTCiOVQW","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ozpX+oyjfsSbOkYVSmDCRHBpV+XcjpLvORkUfYu","1-1:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"GgtJdR+dQtkTpRZLCTQMEphqVnnIMXPnLlKeOlO","DJSrnTNpyWSSR/cqGCXeR+dkTjyqqkIzTZJYIUP","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","WQHtwSNyUJ+vakRTSzmNXVBr/vkMYYehdTIRgeA","1-0:1.8.0",2022-09-01T00:00:00,2022-09-14T00:00:00
"TyQeTb/ZSohbeioZEWInZAOKrWEoWHxAp+Qo/VK","UqhpLXshOHpKArTXjmJVQkXglDduyfFqbVexOYd","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","IXuEAZbbzO/dVPgLaykGgKMU+RkOmQsOQZSQIdK","1-1:1.8.0",2022-09-01T00:00:00,2022-09-14T00:00:00
"sYaESxREEUPQURwtjdhhnQOyuNcmDIYtFNBFUKX","fZBTsfIemDezLtlDTOCqcJcBpNVbYPRDVyV+RVU","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","tAxcduktIQlS+WBagUzRWsWLkYgJSJBTejLkqWI","1-1:1.8.0",2022-09-01T00:00:00,2022-09-13T00:00:00
"SXAjRURGtWMVvZQTOKYnOVbcbdVsvWRhFMWZsrd","pFZRIhQWRbZFDWVWqLVIQxDosPzfRs/+XsxbUTa","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","JxeGtOmVNWAcTKWGZniYWRYjCUVZmdaIaqL+SVf","1-1:1.8.0",2022-09-01T00:00:00,2022-09-14T00:00:00
"UJlrdXdmhoPIsuZzSggvYpLoXsFXVugcZyCwYXh","EQbQbpBabnhkCRrtxoEmpRWRdUfUXjgQOujXSRR","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","wZte/VCOXUBZXZQherTazOJWZMqfQeFGxL/YtxE","1-1:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"VHRbbBuUAwZtFTSyRzh/gcCUeaBQiUXseRweWLl","TZLThpCdFZwXObYNEAQMN+SYUAHPAaEWcAnZibs","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","pUXJVjiQRbJFMVDJmYwoUFRyMO+BMBbeaVzLSmS","1-1:1.8.0",2022-09-01T00:00:00,2023-09-13T00:00:00
"NfDYTVRNDoocfwDmtSWyUWASORuloUZbxGuuXGw","TTJIMNkNDVnHGHeycxYCxjWDGjZoCoIYCH+yXr/","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","SKYQtprqUolWxMNfAWz+lHOEbySCQmKCbhtUJLs","1-1:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"SgfArNrZYScpZY/THzbyrOtTmXpODRohYVSbQQS","AxQwzVpSsi/LQxje/ysCWjQeCuIYTQoQYsffpSt","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","cDEEpAWYZLIUHNYLCtEyVphQDdHTxXvXCKdZlDN","1-1:1.8.0",2022-09-01T00:00:00,2022-09-08T00:00:00
"sNFNNcAxphWtUZZzEUUURFZWxXVSBV+OwGvWltw","UaaxByWNNayUw+rTHHZEqYfZRZVKOtQAkUYRmJT","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","bEcoEaWTZsVkUoTezgxUpDCOXIKlAxXVCQSxjAT","1-1:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"yBzZHDwJyApNlHXmoOYRaOReRZbGtZfylZJzzzW","CsAIQ/jztRZWySTMtXvcX+sEFuWrTfYqjTGo/Xv","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","Thcvfpv+tdHvgVbGmfUp/ccqRynWHEKklVzNXTz","1-1:1.8.0",2022-09-01T00:00:00,2022-11-04T00:00:00
"pILEqsJmyyhfqnDSGwIyLcnYoov+VTXSbiBgrTn","XtCYXhIISFRr/DRzoXZSLVTVE+jONfQGXQSZfYX","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","UVWBXFeqUPTSagDXKRLSnXzZIFWVajjOWXVaWVR","1-0:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"Iz+tEUWGHSC+KZUTmvgQNqQWPtUxiapWXQABRjS","xWfFRYGqfHrAFSOYVoQBUC/vhF+uTJkWqSgtYsw","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","JtZuNFQSVLygSU/VWUQTkS/EeYSMSaglpwYecKh","1-1:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"XkkYVEPWRoIbBNQP/nUeAoWRSPxEZEWwVAoi+fJ","VhgRhst++PzutGYoOrXNGacRrOTxNauVNtYJmYw","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","K+pOLUFYOVmoQjZpiuyIztnZIMGXWZDWSr+rrbC","1-0:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"KOTHKujXUvZY+GYvuFdGhyXTHHvAhMJfMnxTSFN","sVFCbHLeLMsTOTSRYW+RqYLMyzBG/mZYBSYaQVG","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","btk/QjCeWNAGnzVCSx+HVbUEXdUOvBLMWrTagLV","1-0:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"zVwbXYXpTdIJrSwwH+OLuztdnVYdgqgOQWQpvta","phhEBFRunLSLvxIKHoSwAjWSxtrlaflQxQSlhU/","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","JbQWTLJTCaLjFVSfRe+XkVYuAJVmmWDhboRL+QF","1-1:1.8.0",2022-09-01T00:00:00,2022-09-19T00:00:00
"HTId+axwOPTNKZgICVkRNtGpTsKeluZAsezTMo/","CGZYOrSKADsfsnbJRYeTOLaGdqzYbWoJXUr/SXu","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","zeCQWVCawQNFuSWmMOSYkTOXOfHOoVTVHuHTtsY","1-1:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"/hqFmunzU/WcCfOWVsEe/qYYaKRsfhWTFokJXVX","SvOFNYSWpiAbyUGReqVlOnXiMZaBRIoUKyfpAkZ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","xQGFWVpFiNJPeZt+QPJdEBKZYojsauNvgXjLrNQ","1-1:1.8.0",2022-09-01T00:00:00,2022-09-13T00:00:00
"ZRGKnmsFDggL+gFPyYUwoSVKkxiPZcaJSZTZSYq","TTPgQaVSYQppTNvZwCVgTnWfRTBXqdIGTFaXsnY","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","CJLYQGVdxJOFUQBncJVCXXcXBWnZQqkTDI+QAjg","1-1:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"cwRAlcvaZrLSnfJYU+DJOHOUzkAZ/Zlfm/YMsNP","uJLJORSfrUGYfFTppLrEgrsbpWDRVgwnyICpFQD","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","FEAOkcjNhWYKXS+UQDtmRLqYYpZUQtZFRByQYAS","1-1:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"oUMqVIMxzMvbTZtBsYHkVYwHbcRMKR+PRMwmJjR","obAYmfmWrbWaONsDUoTdY+TPAntMfzqSZRgYxf/","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","aCTVAMxTOpdAk+WQMOXPEmOLXMTZFOEbYZHIoWx","1-1:1.8.0",2022-09-01T00:00:00,2022-09-26T00:00:00
"'+zvjWReaXbJS+ZlCGVLVULZZYUO/sYjVAKMAIZw","rnRsQSMNZvh+LVcfwoQzRrCHezKQNpfHTrVSTya","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","LGZHHvqQRvZGNEzTWnTeuWCgDzQrycDzbbCoXUu","1-0:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"'+oYZWZgdBiSEmxb+ntkTf/nUVkWKNYYTiADSTbL","PFwKFqFzFFjZEwPkQDRWSajIDZwhsOhnzFdwrHY","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","PXaQBKVUVmUMAxj+ohhRgPIQV+ZXRJvSCZrwXyW","1-1:1.8.0",2022-09-01T00:00:00,2023-09-26T00:00:00
"tLAUfcmJpVMrSHbZrjQzaeHtOkSfqQ/XsLlVnAn","bYngXFvogHyHXQGGZOQiiqXfrVbkQTnjeBttstp","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","vTKZQLcfWSwoyAYEuOcCCpmoAKvlpEXqelmXgVZ","1-1:1.8.0",2022-09-01T00:00:00,2022-09-27T00:00:00
"BmQHwfHwKPZPMXQVUyZZceZMCpUo/TH+mxneVoU","QyK/OgXRpLVmUF+ZlTtiDgovlIZdQBHAYRNQPRn","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","lXXOyYZn/dwRtnQsuSCTBLhgUoQOYbghLLYVaGN","1-1:1.8.0",2022-09-01T00:00:00,2022-09-08T00:00:00
"Uh/oQXsiqVGoSg+UdCszsyejQcOJfZWzfOLTgaP","gTYgQFOtKcCMipNcWeXwrcLeFRratZvedV+SYfY","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","aSSEGEYYzCvNyUUUhLq+K+kXrNRUXQkU/GRYzha","1-1:1.8.1",2022-09-01T00:00:00,2023-10-23T00:00:00
"xPVdVmBf+H/SMVRVTEZUZNb/lmjnRQfgLTiTmUW","ySsgRqXWtpGDyPyJRhUMUhT/SZwQKgvMOhTTZSX","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","FBSJqZiZCoexFysAJqsUYtftPcLNVwizqbwWaaS","1-1:1.8.0",2022-09-01T00:00:00,2022-09-09T00:00:00
"cyhWvCSYIeoHYupVl/xb+gMWKYLRcAfHtATuVe+","yBBrXDhginVkMQovjoZqIzNxLMWLGnFDXvZRVeP","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","VkCtciUBlYBZKTzbYHYeTSVWekTySmZurcZPvyU","1-1:1.8.0",2022-09-01T00:00:00,2022-09-09T00:00:00
"FmhEjnFqNNSlsTlYnLvLYkjWTVZmSsIoXAnTrZe","SUmnIZcv+uYdbRUDcASC+rxeinneQizlhKgYMhy","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YoiLfhASaQARmiRvMYRnFOfVuvHxupeFlkEYYOT","1-0:1.8.0",2022-09-01T00:00:00,2022-09-13T00:00:00
"YQRgsyjW+MjlrZOUArIVAxLkqVWTiYAkUTMmRUQ","WxHYhAvQRWSWSZxEuBD/DhUZBxYWWq+YxNoxEKW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","SWUYbMZdaHgdlMUWRrwZFysQGfUfbARDAx++dkg","1-1:1.8.0",2022-09-01T00:00:00,2022-09-15T00:00:00
"tTKkqvuAZBEi+YuZGhAwjCdaCBNwiaMMTUCQcJx","UAfBkXsSpRjsHaTdAYAwsrVmIxrTxSKULcGqBIo","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","IMJpvqvYuimKP/DiLJrXVbVOznfDEtovUxDdZQL","1-1:1.8.0",2022-09-01T00:00:00,2022-09-13T00:00:00
"oWXvBBTviCfLQyePTgTVYQCMHrzbQWTvQZVnUZz","SGZpoNZYxrSBRIPjDRgqM/usIdcZuFkRhWEHsXl","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","RBBRrLgFTWkVAYZryJHkgDBqXRSXDfxR/lSWLqX","1-0:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"V+QVEKeQztuvbmcVURW/lVWzYYiS+UMRRSqpuYO","SEwkbzgUqruePfmmmYihQFvmWkPwrvwenwelUZM","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","WRTQZlRJRdYEoPSSKSEwxQkobHReztZWcIfqVvC","1-1:1.8.1",2022-09-01T00:00:00,2022-09-09T00:00:00
"lhNMyTiWNzrKvGtfbyDqSTQjzntReSDKuznOUit","YDrXjD/IELBVANVgWiZfVBjSTSU/bJQYQnWSzhV","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","jYDUkcGoOuFuBxhoIJEwsNhDTKoUJSVqtSzoFuZ","1-1:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"usXUTSMlonKEEDQsSwHWfqSSWZXZsTVYWdHyOcV","uWZCR+apVRZQURnE+ReeDRbVyRZtMqKwbQnhFVT","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","SWDdiXUofyYXcT+/uDQRQHahPSEhNGySFqdQSvr","1-1:1.8.0",2022-09-01T00:00:00,2022-09-08T00:00:00
"ERQRJmpSHogZgTVyjWLjwpQBhfQbOavvfoXShGS","dhzZXam+fHI+cySFYVyGRTUGexGqVZNWeoQZfSX","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ZbigXdbEykDqsaDycBSZicVquwZ/VTJDfFRYdhT","1-1:1.8.0",2022-09-01T00:00:00,2022-09-12T00:00:00
"aPNMQzeLDjMCMUfitXpCytlVWTVuBFTDCfdGGaQ","UnDnWvTXWUJMSislCLDtHZdNfSJmvbUQMsTBzTQ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","EWDFs/JeeWQMKoUPqcRR+ZYSuNqNuchSYWWwZSs","1-1:1.8.0",2022-09-01T00:00:00,2022-09-13T00:00:00
"MGeBPdOBIHLUsWTgnqN+wXmxnyWUyANASWOWxnc","WZUXrzdjgYz/AkeDngCFUKAjDdrQLYUyCkjZeJg","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","Pjwy+PTrleQtsWWmBIvpRNFGnuXBloxWptONdUs","1-0:1.8.0",2022-09-01T00:00:00,2022-09-20T00:00:00
"bUMneKZJKKBQfUFmX+bVuYSedQrHRZUBtjtoyYh","NXwKJWTTTetetwIDVKzVMWNSmSAfQtSFWF/Vgyw","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","RYEtuGVOwqx/kdBwJOHVlaWUaORKJDDUbSCbksU","1-1:1.8.0",2022-09-01T00:00:00,2022-09-13T00:00:00
"GW+kXqXeVVXNzUaSwoBZLqKSOJWziMOzsdUVuDe","lVRoXSHnYxbYcBUVHIOvVrVRxNUMom+QVkZRoND","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","hbrHrTWUnSgCWEBBGjkVeLjzb+VfSZQoAyzNBjQ","1-1:1.8.0",2022-09-01T00:00:00,2023-09-13T00:00:00
"SaZdjIs/ERAtFqBeAWsRqHYtok+whqKWTWcZERQ","boNOfIASExxsV+cORdUIVyaTYFNaftVdaZW+EaK","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","odSnAHdhXmWOjeFAQLy/lEyycRXyIgJTAM+Z+DR","1-1:1.8.0",2022-09-01T00:00:00,2022-12-07T00:00:00
"OFRgdyLOFh/VdjVOZUrASec+SspzaPlZdWVR+aj","REqiXDXOOScXYrhXZLMVthGnQAGKXsxSpWjp+Ue","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","SpcqKAVRXmoGsFiRWIZQNBjDnVxmHfwsRRTyuZ/","1-1:1.8.0",2022-09-01T00:00:00,2022-09-15T00:00:00
"sOUQZvRzCvYOBlcU/QHhdUVxfMMbqh+WKYnfqLi","ZqqOmPuXsjJsq+YLcxLFWQbBvSWQgWipVmCsfXn","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ERCtDxYOOQVhnRsVqCNZBV+lcOvXqwtFLPjmliW","1-1:1.8.0",2022-09-01T00:00:00,2022-09-09T00:00:00
