Meter Reading (MR) Doc. No.,EQUNR,Geplante Ableseart,MR type,MR TYPE TEXT,MR category,ISTABLART_TXT,LOGIKZW,KENNZIFF,Record created on,Object changed on
"HwVbXPWkQUmOGnioSGLYI/gzUUSwTlRvLYgZAzT","UKMJNLtJZEd+LZAzyNYzIrEBegTYVYUcWAWWAPO","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","appmsXVYxYTwczTZYZQYYsGBjGLePigMYirdMRV","1-0:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"aYdRAsoEJc+eRWOdUCugxqAqZt/+pQphyJQynan","bHqVWFojZIlTWqjuQvWEZMEfWRzzmyOTGURYTdN","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ZVNRSUrZaAzueuzyHGpyTTVx+SFSnMZwf/YiLus","1-0:1.8.0",2025-08-22T00:00:00,2025-09-02T00:00:00
"vC/RLjmUWMNzEaVRlXQxlvHWrItsnfaKmaOhcY/","wIqO+uaZJYxJGY/RHKTYNcNFAjKBMXeUSGgd/Ci","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","IYvTAYxRVVdlYSUVETfFjMZRWvXQZARiRYlTWxN","1-1:1.8.2",2025-08-22T00:00:00,2025-09-02T00:00:00
"UWZwicNthiRFxAc+uiFuVZUGxtZehEPUQyGqVMY","UjRWRG/fABNNiSPImzIGISZwCdrNchnfBEQHeSp","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","gB+SfgtDWRUVoRfjBCsXDsUMMS+ZYTZWgLKXhfa","1-1:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"wCiUmSYUaDvwLJZFwXEVONYlLxDSPUXLYfXvyuU","UYpQwpYoyRpTqOXlUEtgJuSHSE/DlNRhRTynayX","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YEpaneYbSThljM+nURQQfSTolld/DZKEUXZRkZn","1-1:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"pZBPjtaMfQZjbAooGYXmZGUYtPOaGlvAUFVVK+i","liYdXebEsHzYjUfUfvDUKkSTUwTzvTWneRXPTOR","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","MRrhVWCtQFhIQbHwWWYzX/dM+IVENOBY/PVlSpl","1-1:1.8.1",2025-08-22T00:00:00,2025-09-02T00:00:00
"YmKzQeAfmIUduSZHgDOVOYzVcSmnTB+FZcVZRiy","TZFKAIVZUJmbyXTAmwgVoXzBSNwZrPRyZ//yAVb","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","WUMLYrnTS+icPenVaOYsNzglrvOtBkTEJQZXwzI","1-0:1.8.0",2025-08-22T00:00:00,2025-09-02T00:00:00
"Nw+cQzwUPIqyxvRpVZSRAGQwOJyOSuvz/eDQwEN","VmRkDnRSWtYpwQFxoRYgXD/wPYqtJtRkiDiyVeR","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ZQwsMWMlQSQPlTV+rgrvZcIX/slLJijFmtRGkvJ","1-1:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"xfXROTeFpPTSAUCpOJxkyZHXDP+upSTB+VrkihG","iXiTPV+BmTYIgmIfQZIQRLvTQAYAyXGnKiZJXVN","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","rGRQhsCo+HanisdREjhZsoPlMETDYXdEwcsXgge","1-0:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"xAZpZ/RZwucX+YchfTQbMbXRRXfpwZDBgGQTUFJ","vWvq/UVSnhFthyX+TSjSCHdXlEElLnnVlZYFpSI","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ZsTQWiUTIIXetAYhFRprLUoDayAQxCfGoYcXBnK","1-0:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"YGSCxYpRcmGYHFotEngFVGBotATR/vuvPkiufPs","bE/ayxgQrBBsSpZVQQABhTYJQTUtFZRFJTPcZHs","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","MCYVEMXt+NQnnXh/OZYZhIHgYithynHBhRiy+SL","1-0:1.8.0",2025-08-22T00:00:00,2025-09-02T00:00:00
"NDsoVnryOWqgYluHJQNUKfKDZ/pibhTguP/Agmn","NXdWjvzreEMds/mYgJZyvVrmfqLd+SsfjqR+ljo","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","eRrU/QGZDSYonELikeoj+mWnQVYnVSQhQTyfgSZ","1-0:1.8.0",2025-08-22T00:00:00,2025-09-10T00:00:00
"OQVPzwnvewmsqLZHzS/dsDAGpucy+WbYbYkPSWV","usjoWDxGWeUPNaAgoTwhTSLuRxVISfcwmQKSYEX","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","jPdjRcVFuTtgqswRYisNyCrmNVkJzUCVQSvvkDU","1-1:1.8.2",2025-08-22T00:00:00,2025-09-10T00:00:00
"uTrGctFTERCBCQeQRRbiJPK+V/YSZB+ifmDbJmP","nMyWjsbZXkzZg/wSzBGmhvpYVTwIQyTnitCsCUr","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","QqmjHtfbpq/YmkVNKSuuesvYBMPAhWsxKRTLlmS","1-1:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"DXUpBocJeUWJuvrMUxZOQXZwXJZUgdpRUUXd/HT","FzjwdNYHnwvMMWHUXsdoYQIPtdOBBhSKZealGlx","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","MiCSXgruAOUwRBxMIZaUiCidvHZxgRpqhtDGZGA","1-0:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"jdhDnFegmbxSQhVxxnBKeZBIsDsGCKkQXXtUiUH","ZdQVnbRcQHIjkbTUTDzTSAXoBlkdtSQWivQvOW/","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","YdGvphZTGKREWVGlnplYSaPgkpPkcYsivjXVBEa","1-1:1.8.0",2025-08-22T00:00:00,2025-09-24T00:00:00
"VDssYficjs/eSwAWZVLd+uRmBW+z/zijZUaSoPU","YCthOsZqiTUQIaQmwJLaVXUfuMXGnCiVYmo+LJJ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","AjvgHEdUUSTgWWSdQic+gAhrUtXBzcWiBSsyWlT","1-0:1.8.0",2025-08-22T00:00:00,2025-09-02T00:00:00
"bxYCLMQwrOuESLeTqvQTPATGiShXTLVHmUjtsoR","ecWfOVyIXOzNVYqVOx/fZzrptypyVKYLeftassV","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ZuEEYKxfZlXuRURX/TsYUmNuXXfstEfWOg+nfcY","1-1:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"wrpBzDrRSGRq+ZTTqrlOBro//QYBPqZiefFvODt","dsYVRjdUIjEyFUWTJQgVXSrQAAt+cXwhimFJJfC","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","yMENKHsSTeFaJSfpyTPVQvOMJsxYjzWZBpeVV+D","1-1:1.8.0",2025-08-22T00:00:00,2025-09-02T00:00:00
"ZkXRH+H/ca/zKlR/yBuUimsygWqHMeAXTEZWuNU","avxZ+xXWeaOaHyFEYaYblyNCRGdaNLj/WRWNzWT","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","rihdSRxXrvfKgYqnTuPjjVoHTQsRavAdUXUlBGr","1-1:1.8.0",2025-08-22T00:00:00,2025-09-02T00:00:00
"raUPVnZgGBVOzFesWRXHDVJQXkz+gQxWPPOSQSs","oGXMSsRYgyQzcHRmWWdKOWWoVSYXsnSSpg+U+XW","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","FzKCpaLBRgOQAMivTxGospaIELsFGSBbanfCCVE","1-0:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"VGWqmfxOKRwRXoVlITiWZpUUWaqrRFhSMYXskMW","TmwsLXeBQfYSnkR/FtTzKStBWWRDzReVfrPQCeK","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","olalTUYAgqReWJhcIVVWvxZxUrNSdZgiYleUXkc","1-1:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"nrWiqnucPaoikODDTgVfwUjRTWfynEaZYAqUxwH","gzSsSVujVXnOstSNlVNCyMdfPssKIXUHCsqVySp","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","yAlAoaWPOaZqXZYQIRUdWzeHa+FJGRtYtaUFaEV","1-1:1.8.0",2025-08-22T00:00:00,2025-09-11T00:00:00
"kVXNxquoWUJBzvqRjMfnCVidQdVrWwiYSEHbtJ+","eJjnE+xGHwxrHrdVhoyqIXFcDIXUYQyrfvHYSrW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","TYaxEuxQXxjQXizEDTVyjWcPqARLLprSDyEyloz","1-0:1.8.0",2025-08-22T00:00:00,2025-09-17T00:00:00
"JdVSSiKXeCNHCXNVCVSFnXTzGQXRrQwXwQmkTkL","sStbQiTCjgQYVlCHMuqRRaYZaoxGYQWGgxdLWkE","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","xaS+gBfnSAA/QtGyElsieCQHLOCTPiccMnVrRgk","1-0:1.8.0",2025-08-22T00:00:00,2025-09-19T00:00:00
"XYDSeUYUMAhmoNWoObYUhKt/rGSESTTyyEzIVwy","UqiCEuTtVJJXYOEhtSpUuxpGXaaSLZYxWOWyanW","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","lPTPrkvAH+obGPAGAUQWpJZSaXgHHWXCvYhByVj","1-0:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"RpnTXMsPnSYMzbdsGlZMeXvTrXaeXFPrXZVetTz","gQXeDQUDNAVzLWtTbqZMK/bNRBnLpnUQqt+LJOD","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","FoQrYqQRNcgOrWUabpMHXItoYNQjZMkrpUQZegI","1-1:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"zXD/UzOkviOcTHAgfIecBmkfIvP/uCczUCBqMTx","DiBhRXtwyTOz+QBnErkEnOQEmzYJxslcETFsVXU","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ZSCFXNv+qHckSc/aVwJdeIUUEq+iQRFxHVWoRJg","1-1:1.8.0",2025-08-22T00:00:00,2025-09-08T00:00:00
"/knmuOYOufhAQqDUTWcfAguVkpyrVVMAGzbxSUe","uHUVuEGCvBREzSqDOVlsT/A/bmgs/PtfbWPRRSg","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","rWkoFRXaoyoeUeQPXPeTomTIWZrTcDYCYmuRmYT","1-0:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"klRTJSeouYTsPCyNhCAVjbLZaKSRTDSLj+VVDKJ","KGBXEkHQwbGDNNFYGUZCoibnXhSGyuDsKlWzyBV","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ewIQVmzSwhXxCOKdht/Yk+ZaFTKJUWBOZRHiZHT","1-0:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"UomlnUTSBFrvJYBKJZIwghbnKhZWqtxlFZCCO+l","GbTZGLQwttAeHHgUSQUmBkUCRlLSRuCbLYWUKtg","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","EdKyoZqkIZZukXnYJbeXoJEQRfXQkr+cZLlkstq","1-0:1.8.0",2025-08-22T00:00:00,2025-09-05T00:00:00
"RYTdGL+ZYbeXBSSowjRQkRFiyRbcBiiYPLnkTbj","XLceY+rUJtmjNxWCYbyVzPliBewkuzmZWpSCtCB","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","hxFctUQWTYpjahvVBfDYvOY+NGCZLZorqxjbTRW","1-0:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"xfYvspHBRMQNXJkbOFDkTvqYYSXZYVjacilKUWd","YhlRKDVUaVkFWUrmjStvRgpPsYKQXokQUhAVvJl","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","eWSLwVRVVOpFlqtQDTjq//clSHZ+TQTEOQiVFwe","1-0:1.8.0",2025-08-22T00:00:00,2025-09-02T00:00:00
"AxDNfSUi+kxgKFMWL/VnXZSBSBtNDzxGubgYsOt","twVwvYMSj/gdJAVWTUseWRWQXTFnoip+FWGYEwV","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","XRTdNCotRVnRYnUmJHj+CHlFBlrVTXdnQEnSc+h","1-0:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"RhkTVGNZybb+YZxdVDoFLrJpwTsFrsBHHBfORFt","mVYThbpWXYYOWXzeWlUYtLFhRuxqYYmrjvRTLSM","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","XUPiQZYNqW/KRaqdQJYjaVysLbYThusTsVJmSGS","1-0:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"qiUcz+cVPS+HZKyjlyoRCwKElcALwBZwJHy/PfZ","dacWLvjwkFOiqqwMVnkhZlbZVmtULEbNZ/VXWiB","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","'+UyigaSRyQJRzJSMdieDUdFZLLuhGSUqIZWMoLU","1-0:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"gfT/+JaDNyKfNX/QuBSrFBSUWkZKMSlmrXZAGYV","udMdPYb/fPZyXbVdUupLAslhqVyRHUU+MQbw+is","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","SZhUFUgDLXzaVYzGVsR/WYrVpzZPGaKkT+maRUU","1-0:1.8.1",2025-08-22T00:00:00,2025-09-04T00:00:00
"BQxuVRpyPruJoipMfWXiaNMVyXFSAbVwgyh+jFJ","kBiAWnCIRykTDLQi/kDeNmfFJeSJtmWHJSxzR/z","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","l+YVBvpBVwTtLSMoOXQW/+mTDvQCQMYMohUO/XZ","1-0:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"lOYaVWYplU+TZ/LBpJHekwUwDZRDudYnLWVSPVT","VDs+VeRjl+ZQXXKBThwMTbJOZVXLLnVGzHjeRUq","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ZYoBQWhEAbyNmNZQwfNVJJAeQU/DVNMVGMpYXWy","1-1:1.8.0",2025-08-22T00:00:00,2025-09-02T00:00:00
"uMNZMSXANUlxJXOPQsqDFmKHiWtTYVRLvLkLFKf","SAUjYEnuHFhZyBQYzRibuJsAzoeOmWgltnIwaYG","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","XPVUmiluzqcYax+AfbgmqjJecUWStQbbURsbSNU","1-0:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"sWQQSuiOQN+KNQhVNbzFYYOqzaAZXVVAYDYAmGU","AZAgdNQWzeaA+UbvLcLxsHsIEyBdv+NwlWZpyvx","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","arUjIUjjZASYOTFVTGUSZfODuixEVlRiQYYzIjP","1-0:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"rYwZTXJNSbhTIhVUIwizZpRlarYiWRdkrg+rHtY","VYHumvWdNjtvYjjFZjhuKZStZXJTTQTQWSnLrkJ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","DCRkWQHLcbk/WqpVaqTLsBH+vJBcz+gdlWxVsAT","1-1:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"bAwzmaMcCjoSdzVuTWbozMJZhvzNQVbwZjUFfzK","KgWYttYpDXbUfRscYxhgQEcCsWWDpRkVKZkqNxK","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","/nWSUvWfnTSKkocmQnRhozqQKERyCYkFRVSfuER","1-0:1.8.0",2025-08-22T00:00:00,2025-09-08T00:00:00
"OSaHHxvxQCHCRxNzPKehiabWTSIoomOlYZYwrWt","NQxNQ+ThSSYQMRQDWxC/cwT+rzrBVerQVvCddUW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","XbhdAyteakTq/IaZSmVPTP+/UsYgRTIlwxlIiSp","1-1:1.8.0",2025-08-22T00:00:00,2025-09-11T00:00:00
"AfQQGryRchLojSMWMhfUgDOlJVkfRQxZlhWZP+p","cjSNhJOdnQdTmPzgIsTHTRHXZTfcZuhr/YlTLUq","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","VYV/XTWsZJ/RKdiaSGYaR+RPMiaxTWEZaf+TXlk","1-0:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"iGwTCoJ/TUMgXmfkBJfrXKmlqFJQYefiXsDCAaT","zTZGMlFDSzcVV/TSSWQhKpsTZWLhQxZYyarEz/V","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","RRJIZhwWOluadLtsENLh/SeeSGfOUO+DdWbwogK","1-1:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"hmqXRRDourSiCZARgTXmYXZMTQKUcVyyGesR/rr","wKSVRpnfwHDsNZdIj+xH+rStYkoDIDLvxmEXXpf","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","wAPYVwMuSSZGJtsfyhG/YQUHKY+yFcvVDipQYSL","1-1:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"xTnJKL+XoNVu+JXOZCRXIYldDbJrxQMbNqoVMM+","XR+XLqzHRUDBKCZXoPgUSkjlzjsSvJ/dnzC/yMk","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","qgTJy/yARQFqLFAVAXxWDUn+YYSSDgDZUVDLdPk","1-0:1.8.0",2025-08-22T00:00:00,2025-09-05T00:00:00
"RUQDaXVqUSGCQIQVStFfVpjJXnncDVqjQrvuBZQ","MDpXvNVhcpfLXxhVpkgWZAVIRkNDHeWpRotPBRQ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","NdoVwOUaVbGQRjUAWmBDWgRcltPWhPXxGSDPELN","1-1:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"PGjaXVasFUZqttXCPzYE/aeWfYQnVqUBlHQmXnz","CPESYRaRVEPPyXkOjEgEYYPHuirVWUdBFWNrvVP","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","HwQnroBPzQVVeYcWNfAImVGiXXYvtDTYLsundAi","1-1:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"sTVmwbbOsQiFPFXBHyLZX+cqTUZZ+hUtvHUJNVh","eNJSyBYZyGiQhbsrYQArOTXYaUkvnTJZnmdn/sn","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","kEaCQIGymttVMRWGAPwiQjwPvOOaqTQQpMBgmLN","1-0:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"RZzRldtzrTXXB/TmVXFbWXdzjSpoxGZNtQSNKap","iDMCHmDGuYTIaBuUiSLMBdvER+ZTfimfIZUYvSS","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","W+RQWOtTFgBqohwTpCOiUaHnSooQnEhYRqVUuZW","1-1:1.8.0",2025-08-22T00:00:00,2025-09-08T00:00:00
"ZUEnU/YATGhPcQUS+wIOsdDuBfCYdoRxYXqsSsQ","gCOrnqXrvjuosRQtfOYsuaQCYITQtXvMTnTenEf","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","LRXJaxU/KXWvBALgBxpkHTuITheQOgfqYiagbkJ","1-0:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"VFVrNNYUtqPUzeovPgXwstLEv/tyzFTmQFSYCgA","ZQjEACjcHHdYTJiwTXxRTsVWf/+/DRcvxUCAPcq","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","lYrBMRTVHQuukqwYoUZENRQbMArZjWvBLOYMWsa","1-1:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"QMglZjKCpucuuViuETudbDTCxTSMaleypla+EZS","XLTYSTZPWTt+ZoSdveaUoJgWUCnVfMdwasnWdDZ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","XVowACdqYcnQZiqNCMMhFU+ZJZTTGUYe+SMEYRS","1-1:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"OCMIiExhVyJzXXaUWbKTUYPcVLXxEEUuXCNDPyV","eWXJSGsxTjKOEoOsllHEeqwbCURcpXGR/tfVwob","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","SHNLKj+BiPXQvEX/BNZToEJspRgYoIqPqXLLJHi","1-0:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"VtUPIQd/YwITzUSluezZlDELMuWZwKDFRWSSIaX","PTAYjmcKivQZxnkvHtkuDZPEZoRxyYrvPHPSIOo","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","fU/wgntLqTQRUsQSXefTgeZYUbkPjpLQALpCPeD","1-0:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"PVlIRsZBEhMUuW+YKRpRnQInSWNjbVgXZLMeQwF","jjMgolFMZTRVPYHbBvfxpfGIXTHtG/YeyHYRXXq","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","cLQbDLGyfpsKDYFoUFRPIdlZIvYTndUQYa+wnlx","1-0:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"ZE/SKDxEcTIZmNPATExLsqT/VBYlCiKLisXvctB","pmWTVSQkmOLZEVkecqmjLdOjvvTgQmeyLaRzrsP","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ZKMFfVdJpHiDNWViUEgbYVgXFRQpgiKCeQaIU/d","1-0:1.8.0",2025-08-22T00:00:00,2025-09-05T00:00:00
"FYYVihTxCYkUiPWVLRSioHhTZdAoOiWZAylfV/q","ttc+RDfh+rZuXSrIOVUmPgQgoVjQqgvlXkZSnCb","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","lziRtRfeinpUnUQvvSlYSFCSuJOaQeXvfMphVGH","1-1:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"RVqZwyOvtXKjPwNVWWQjShbjKaUBVEYXWhzEHWY","T+bGQoLNYENgoq+l/ZR/l+yKYORqxBCwQibBEoG","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","WJWTbgSCeAS/vmpZQTNQ/FN+oZpXDZmQWyDmYtc","1-1:1.8.1",2025-08-22T00:00:00,2025-09-04T00:00:00
"JpEQQROjmOKmYXMugzWGdYw/VVC+FkkcxEELtPC","JzeVeBLXvUTfyZmYTRyXUXJPFbwcVQDXgfaxNCf","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","UmhrrQaqeQOzYXBvetRnWWvtQeCcWiRpQH/KZbe","1-1:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"RmhaWPNVTOunFZTiuyecWwBZEVUcXSZOiUYSGTi","FSWaSTaXsBDnOgv+w/eUQBLNuOK/pFOSrwoahfU","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","epGLyBPJcXSRvNMMJFsu/ESU/ezxoUEVUL+STUf","1-0:1.8.0",2025-08-22T00:00:00,2025-08-27T00:00:00
"UOBPpoDKXiTasjuuufHYtBJJSRavYbOFR/QovOA","txhxfCvQbIGQLiBXrjXsWxwCWGlzqXnZpNRGymI","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","WMeoEYNflQBDILKgrGYTgFZZWuZCQXxWpObIXOA","1-1:1.8.2",2025-08-22T00:00:00,2025-09-03T00:00:00
"zFEYcLzWlVXeIJIAXeVsNegnwSVTdcBUCmPBQ/u","'+zicLVInVJhyYYVxpXgmnDMjFqkIVnFWssFzEAc","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","dHog+NiUlyQwCRcYbRU/XTKyUgBToEItzZKtUiI","1-0:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"oUxkFEgQcWOeQXWgxryRGUujfFsDMQVUSoXPIQQ","tQeLZtjUjXPvXZcragfWylpybtVYanoiWYAhQJk","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","KyQwZJJfSBQeYQMu/OYYUqQLOHPfFv/SfdH/wJS","1-1:1.8.0",2025-08-22T00:00:00,2025-09-05T00:00:00
"LXIzUxqYgFuWlFbgfWYuYTjkWrBCFURWnWRidoF","BLOKPxDA+Jhjq+FjYxaCagJUXZgQFMSVbTTVubS","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","SJKsjYSXHVAQfyZYhXsnZcT+IhoDDplzizX/CEN","1-1:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"kzwZDYCA+AXIBMVX+uuPiLSVSDCqHxzpSJAvNSw","RmNYQqEMHPosYZmOQ/SsVTULMhooyQSWGrMWGD+","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ORfIqQIcergWPwe+PZSaQgYAYfHIbiWbzfWDPpr","1-1:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"jrfKQEMilXYyVSvjoFcbRuUIfAVqJztSqJdmqXt","JSSuGgSTV/pCMmIYRSUYCrWPaUqQBqUUMqQHtHC","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","cNwYmTUGiqQFHHLuKvyYEXZgRfNmzrzbQbdwNKK","1-0:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"MPPGWOsQMlwxdRQTSAVQZEszywW+Paw+ButQdCR","rCXpXggXDTWWxUzveZZYLmZRJTYJQaTmHZelgFW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","CSNBUZCvhDUhjpiZYakfW/RbgCAXXcJgBBFVMBV","1-1:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"pOmNixPTQTWXuetNYygPeRHsupnhIER+niEAQCF","eyGwKCgaRajLDY/DdPTvlQZTYLThnecZYONUVAj","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","tbnSjbKSgUMRgPwR/tYYzodUeUSGGfZBQxQGXgc","1-1:1.8.0",2025-08-22T00:00:00,2025-09-02T00:00:00
"HXiVThGIiYUPSFsOqQuUWLrjP+UhUCb/A/AxUjv","/SYthlaTYkOXjanEyiaZBYcyJWrQLELEyIPTXSV","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YQTaZRsIjRbYWlRRbfWVKzTNFnjpWGQQEVxxJL+","1-0:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"FapQRI/YNCXMmhKve/l+QZyjRoRFlHDMYTL/fHd","/nRtXWSWPyYSG+QWYKfksSLzDNCwUIGTDaSIOvX","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","wrlirbjXLXPxYmRrMuZypZnVnWWxYCPGEQ+VsTp","1-0:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"DCjTHjJQbaWMBYnYumUWzSSSWLeMWXFFSSNLUBU","mWJGYK+FE+JAfokDuwWPxWZVOegHNRqotCTXDXj","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","elkvlZiTELUScPEpgnUb+JRhkAoSMccnfejffiv","1-1:1.8.2",2025-08-22T00:00:00,2025-09-02T00:00:00
"hHbiRZnOdTTVfYsAXQmWgobHdkGfUnSGWjOZeEN","V/TAitZajA+YmSnTIIOcNh+RStBkhkSygcRmhMi","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","mwQWu/eSosyWWUGITBM/Q+QfJ+xSVuLjJfM/MFV","1-1:1.8.0",2025-08-22T00:00:00,2025-09-02T00:00:00
