Meter Reading (MR) Doc. No.,Installation,Meter Reading reason,MR Reason - Text,Scheduled MR Date,Meter Reading unit,Meter Reading (MR) Doc. No.
"jWCJgqSEhMQOpJIdzWsxZCoxVbTbrVrXzYPQ/AY","zeZkblQkPPCqjAyEXmsRtUiSBrUlPQ/RdvUVphz","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727545"
"ITyokZbYaFUiQrGUcGrObvJOVvBSzaDvhdJSSnq","U+SSpZpdlXtWpuzGxHckpBH+QvcYrKTfyOtcoXq","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727623"
"OuYSimuBiZQbfoitkSNyIzeWVzTfUWBcaqYJowz","EtNLTQ+dzMrrnYizNxSDhwXaMnfASmtCEyuzzyQ","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727664"
"tQxrGTFrveZFkNEkwPURXWasYWPyKzoZbeVGSYn","fSQVQH+yVCBVfTSMNBYfsUmzSWTzaULXSHKIouC","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727671"
"iYoXtswJkWeRnmgVkVSzCsczK+VQNJ/vdNvtUKo","QUnVuhjMWPVmJnUjXulDVQnRUXQWUAtyNjFZDjU","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727675"
"BEHoWEvwWtaNOUJNHxCXywZqGWUIwqpSULLvoJV","YXpLlEzQvT+DpNdRtPzSsZARUcZhnYXgaWATWXZ","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727699"
"LTVVKgWsgfUIpSdbLQkBkNRYlWQod/+SluXDSym","gQCeJXlOAwrzqVEIMVMUGmeGCWHVUTzC+biSGQU","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727709"
"sdhPjUVqRXuYwCTTXwQcRKLnnTEMBe/aEXHYbVW","uhUUVTBmzFDYaxdXNnEHQSSikUiDYTmDYSIZbdV","01","Turnusablesung",2020-09-23T00:00:00,"J09D4011","00000000000002421049"
"yFK+MsRZSUkELxFycDfirLFkZBjLJSHmEBCxbFM","'+QQPFsSNPOfVQmGQfasQAqerrUDbSKtRUHLyxvh","01","Turnusablesung",2020-09-23T00:00:00,"J09D4011","00000000000002421171"
"sdATTKZMnCjTEZaUsDyJ+VUGfXUpecJStPeUYfH","MUSYNi+WQOtezQQSWUAZhF/NQTTPWcyfYQaDWEf","01","Turnusablesung",2020-09-23T00:00:00,"J09D7024","00000000000002432695"
"qYSkWvS/YdHfrYWwodRFTN/YITqUtSEIQNJWnYT","MUSYNi+WQOtezQQSWUAZhF/NQTTPWcyfYQaDWEf","01","Turnusablesung",2020-09-23T00:00:00,"J09D7024","00000000000002432696"
"vQAYTSEHojLZFxfbpUNJTXqstBzemWQHeWOOWkV","aWVTFww+cInkNcNIFFCVcsQXTOkmqYYQcHR/MS+","01","Turnusablesung",2020-09-23T00:00:00,"J09D7024","00000000000002432712"
"HUCllOl+AmWYvMDmeIDGBmKHCkDGkNDfcArjUQr","nOldtptZhfaMebSKBopZTUWhN+VYIvDALFbgZth","01","Turnusablesung",2020-09-23T00:00:00,"J09D7024","00000000000002432749"
"CvWWDfCZKY+lUTpvQWSknjwMizTpktTwQ/SVUUW","nOldtptZhfaMebSKBopZTUWhN+VYIvDALFbgZth","01","Turnusablesung",2020-09-23T00:00:00,"J09D7024","00000000000002432750"
"L/MTQlXkZrYZMESSQKE+SvNDjRWVCrGhZtbRTTj","fpnhM+pJhVGxoFqRXUAMzbZTpDVBDPRsqVYHENV","01","Turnusablesung",2020-09-23T00:00:00,"J09D7024","00000000000002432846"
"OyRgDRjTVShXTUwWg+HVBUXzCanqejEhbYgFuOS","fpnhM+pJhVGxoFqRXUAMzbZTpDVBDPRsqVYHENV","01","Turnusablesung",2020-09-23T00:00:00,"J09D7024","00000000000002432847"
"SJuyPeiPmgCQOgoXGDMmCZhplyrneMlyN/RRxLl","RROlMwZWZHSBpufYWSGQaJiVMTIw/avHZOYpweW","01","Turnusablesung",2020-09-23T00:00:00,"J09D7024","00000000000002432891"
"bhfpDASyQWOOPqtVGkJwCNCW/hz+cZULVFUCthY","LzXc+vJYX/ZpqJJRQlDaDwSTIulhTWHEynZxWXM","01","Turnusablesung",2020-09-23T00:00:00,"J09D3013","00000000000002416285"
"c+qUJaZGJCiOxcQLaHxiRWYXT+QzriZJDjFNPnq","zYlQVAWXiSUrsSdMXX+CAECCRymUSHwRdtNWwMC","01","Turnusablesung",2020-09-23T00:00:00,"J09D3013","00000000000002416299"
"/oVgFPgNsYfPCnwTczDcFhsVPTTr/lOdqMHxIiI","zYlQVAWXiSUrsSdMXX+CAECCRymUSHwRdtNWwMC","01","Turnusablesung",2020-09-23T00:00:00,"J09D3013","00000000000002416300"
"YvTCiUUNr+iuQtHvDHWuflbv/esZGbTVsUTkXLG","YDrvQVGLGNjsmQjltmRSETBsQJInmlVQQwuhiMU","01","Turnusablesung",2021-09-23T00:00:00,"J09D5474","00000000000004073913"
"BsqIVaYlfcAFWuoWYELlyRRaYeUawhEYVOXzZIP","NZpdntDHNbZThPedBvVkNUWZOLDIvpIrpsQetYy","01","Turnusablesung",2021-09-23T00:00:00,"J09D5474","00000000000004073936"
"'+UvziTSXxpDQpSxkWPaIOGYzpsZWgrzSAOuDnqj","PTWaSSyedaQcysZ+xYjZwuwhLDSRtQmOcYSADma","01","Turnusablesung",2021-09-23T00:00:00,"J09D5474","00000000000004073956"
"xtuXDiSdISUSJZCpAGUcoNVUZYnZDDKTVbRKwB/","VBwjfhYSQHlOINJVEggMfjRhylvBEKRUAXoUHeQ","01","Turnusablesung",2021-09-23T00:00:00,"J09D5474","00000000000004074016"
"poVPhHYWUXTVCqqcCsDmiPrzz+eXZSiamBHrBSu","VgAMOFGqphfCVpXIxTuhCoRWhSZPYUQFhlJOWTm","01","Turnusablesung",2021-09-23T00:00:00,"J09D6243","00000000000004075408"
"cSUikqYqIfbSmsbPVfVcNUyIShxoiLfGooEUfQQ","VgAMOFGqphfCVpXIxTuhCoRWhSZPYUQFhlJOWTm","01","Turnusablesung",2021-09-23T00:00:00,"J09D6243","00000000000004075409"
"rVjodzUobShvXh+TqzDsejziVWijWxJlSlxVBaO","SbiWXpUtST/RPA+xzRkYRtyFaOSDQRcpyDXGJw+","01","Turnusablesung",2021-09-23T00:00:00,"J09D6243","00000000000004075424"
"XnuKpYRKLQRlxIALcVvVLZnw+nIqW/PHpqRbDIn","RvekHScTWNMA/MFUvRLozDQtjlzpymbroSDxVWM","01","Turnusablesung",2021-09-23T00:00:00,"J09D6243","00000000000004075427"
"CZYRiF+tXrCOXKKYYIvouCCJBCMbxWNInAYuPYu","RQaPcEoymmxXrLUZkeSDprXoIZOZrHP/aJRyNSZ","01","Turnusablesung",2021-09-23T00:00:00,"J09D6243","00000000000004075444"
"ffDRsOJYVYzTgFlkYWJZSfPBYojD+XxmVbvIQJq","FpdRZZjDTevfSsARDhbNk/QKInbvmgCZPuKSBug","01","Turnusablesung",2021-09-23T00:00:00,"J09D6243","00000000000004075445"
"SbSTLhzAVNQnmjLG/BzhxsOswRtmQkBGRODmYUT","dsHDVYtzXjtSXMSyVsFyRTLbRPoOeNrnVVXUZWw","01","Turnusablesung",2021-09-23T00:00:00,"J09D6243","00000000000004075446"
"fUQjuOcrMPSIxwBBsnLXOEAFQNDaXZwjdTrLRSk","GRJfXs/SGShqJezgfIQmcW/mgoxhwkjsCWMRouY","01","Turnusablesung",2021-09-23T00:00:00,"J09D6243","00000000000004075451"
"yysHNUCjQFZZRHsKbFyeGWlWZmMNXWtaeQYWZkd","FQcsEebiUWSqMNrCvSuVWXMOnWwHPZFOwYuISPM","01","Turnusablesung",2021-09-23T00:00:00,"J09D6243","00000000000004075466"
"TPpfhQRMYNUDMgAQYZpISSITJRKqdbULyahCHjX","SMPfZyrFMvTjwZjpzIRqJyXnoKYBWVEWCEeWJEA","01","Turnusablesung",2021-09-23T00:00:00,"J09D6243","00000000000004075474"
"PNsmdGcvIakHBTIaTXEeUPTsUm/f/acURrTSFEy","YKPIW/nHzvXXaW/MXuwrWBkVZvQUUcb+BSkgobE","01","Turnusablesung",2021-09-23T00:00:00,"J09D6243","00000000000004075511"
"PSASCeRJhcMQZYyGrzsMZJbsjfRyDPYTtLQKFoT","ORvDWWprWspfQlSoNcuRWdW+/tDcHnxZTjZcblN","01","Turnusablesung",2021-09-23T00:00:00,"J09D6243","00000000000004075517"
"mSNdEoHVXNsfpChiWRvyRjCDUQt+oZZnbCjVpgG","EUep+gMbflZhHKKlRpBCoOJBSdwXyTUVHUH+zwI","01","Turnusablesung",2021-09-23T00:00:00,"J09D6243","00000000000004075524"
"FJJmymljUeZJzUOEel+uZUQTP+UspijLWCcTayA","YfXUvgvoDUeSoURTktpSJtXvgX+SBnLJsWQKGU+","01","Turnusablesung",2021-09-23T00:00:00,"J09D5475","00000000000004074204"
"PXtsYTnSkWAaCeVDiYeDVGpmWVUyBuDZQJdzhai","YfXUvgvoDUeSoURTktpSJtXvgX+SBnLJsWQKGU+","01","Turnusablesung",2021-09-23T00:00:00,"J09D5475","00000000000004074205"
"CcKQ/YQpFDfEXftaWXz+WVtkclWxBGqHljRtgpG","sTHvDMgCS+VMtAHqWRZXJqdVuS+DlXNrWSUXSGl","01","Turnusablesung",2021-09-23T00:00:00,"J09D5475","00000000000004074218"
"RbSZRUhjtaX+XweSZrhpWpHJkEsSB+TFTbWDUMK","HtUOIYdEeAwmtyF+SOaaCDnaXXSfQSTTWLWWcAQ","01","Turnusablesung",2021-09-23T00:00:00,"J09D5475","00000000000004074224"
"GqIZZCywQfqVAdVnV/moztndXbLlbpeMqOInhNY","TdPTUwHTYYUrhTwZRwkwMJKmw+jfgbED+TLLYUV","01","Turnusablesung",2021-09-23T00:00:00,"J09D5475","00000000000004074244"
"mzQLXvF/GXXYHzXtexJuOMLYYPxSVyNZZTXrupx","UEVVrUXzSAfXTCDcWaXQQXheOlTiKKStjDLXtXS","01","Turnusablesung",2021-09-23T00:00:00,"J09D3012","00000000000004038022"
"BMyUXxfZWjlImiWXxXfyTXWWEdNTHDUCMRlpaiH","HIQWjswlwXYEiD/RStyFlPZXRDEvKOEEzgucQVF","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706473"
"NuuZMWhUYUlWpKlWQEfehWVbJgpDzeauGYNjZPt","UUBVXeYOfnGrDiPVORaYBqUtKORUJNoeRljVWWR","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706474"
"uRqSeQlyolJZUqCPXxLEYDxhTWWsEQKNnwQrFIW","QcXRVVrePFQjCeMjJWviDczethUgQZXrPFmwQIQ","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706475"
"HpTTpMQJDTkTjTdvlxYjNmQubbFmZYnCvmnTPFe","lCWRDXQJIbBdjhp/cVIdRZUyUBSDm+divVy/ZEs","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706476"
"/YpUolwovNTmJa+NGzcCxckBzVOUoyKFhJfSQib","xZNNcuRxwykADkUO+jrEnFfUYXF/ki/fQVLpdZa","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706478"
"HSPogiJbWjdhYVeRnaYOzKvVXfN+OlSUbxWwUhX","KJ+YpBNKQgBNXmwVQJeVXjUfcYWqwHGhUsLCWlS","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706480"
"SKBdFYTRGABQBUaqYZEwWuz/WZHNkHPUzYBuZgX","OoiFm/iQPkQDGWjLhLUvSSVIPVLCUWcZ+SkGWpI","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706481"
"viMBsmtPkxPoqRz/RRvZRJIDXSNwueClWhSXrk/","cCR/EHnv+TZSHUARaSVGCSWCSXdQLdkEIXQiIVE","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706482"
"SXGZDfGGXRYEaT/YMIlVlApPKkGazhisLtVEPTW","jdZLMZLe+RQrGXE+fgTgwuXRRRCelJUWcvrnBCK","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706484"
"IESkGFdJvxYabjbHZiZRQTfLNkogzJXnnWiITYb","GbvNrDKUrBqCWfLLjEQ+VwQZDVTciqmYnqUMTkE","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706485"
"UQXwlrHtgwyxr/wXEUPqakMWsNWZRImQaLVSSRE","ciXGPzqHHyBpYxt+yprEXAASEaMVIDbNApxRBR/","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706486"
"DrgCbkcZfRuPMVfVBTVNeBABMwvlPnSbAeBJVYD","uxTdJuDSUTCEviRSsBvFVXZZOpMWOFxEmWQZ+gV","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706487"
"pc+TMpTIGPDBQKeCQKxPIRWlnNlFEkVQORIXdZp","KHcQaXXb/H/WonXBTUyXkHZRYvOWUlYFtfOVlSV","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706488"
"CXbclsXpcUVqpmVBDFheWWupadRqVIyvgPUFHeF","DvUwJ+TEjNOdsBhrEjiFfeyRgrTQgZrYKTKWilz","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706489"
"adUVweychfMvomaeZgTcvxXRWZEsGBWYNXKRTgj","iWnyL+FPTeaQiZvyRhtrYHLXCqGwSRdpPiZNWhY","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706490"
"ejEoiXlSxXgZHWZoxabIstfGlqWotrMMQWlBuoW","fVObAWjx/omXlymtwbWdrm+xOahTYozGWeZXtna","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706494"
"/eMnuQGpxfRTNQn/lZpkLUHQQWwdVisUOVGPmgs","Z/CUCYTs/JQKAwBgMrLaqZpZUKfObYqEMhZ/QKy","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706495"
"GHiuIeaOiJlNrwYEmbwYaUyEESymTKINBZUXFRP","Z/CUCYTs/JQKAwBgMrLaqZpZUKfObYqEMhZ/QKy","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706496"
"rCjTAqIyGQZNLaUaNYsEGUKUqLll/wTYWWfvf/O","UhRFLQxVYxHOQbadlPMKiHdiDTEhqmFCw+lBAVV","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706498"
"/gWRGaXHRRDTVIZFWAQFqYnJreFUQPiQWzYLfqF","gtyCgtWYjxpWApDhXYSjZleEGnDQ/SZRDQovTUV","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706499"
"pEctNSiVlZweqYAVjPpSjGoZeB+trXaUtT/aOkw","dMCxIFEKYQbRZRSkLXgSQTCUFUQM++zRFXeVXyM","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706502"
"XTTbAVhdjvcZiGUdVAhTuXNyPdzuYrkQMqSkXVH","UOOJHXeSNYVsOLbSUqKyecIXaxGTADDqSFJzoGk","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706504"
"geoUQQYwKNZYBNYULUJUcNUBlREeDPvZa/ZqhXU","hmyKBUFfWZc+WhYZWZHaX+NFSPvWS/thVhRzAVA","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706506"
"XuYQxpRUX+omzRz/UnxRxRIwhVbnWUZYnTPRyqi","LBTUejEvcMKQYxxHnXZXXXvxFVaiJOkWhbFTuYd","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706507"
"jIydbSboUJcjfQBQUnTSsFENFWS+QtVUknjfnSC","NqjbrcKpiwaXIrrphT+mKdoxrNWHZalPVQDgQmX","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706509"
"xPDKDV/szZI+oRkgfEZYsuVrLFyXAEptHANXWvQ","Wg+RzqbkjxDLgcWrRmNkrcnyXyVmKgVzAUgnSRA","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706514"
"'+EWFyKbZMyzXWeJjmwp/JiZXQiYuNnVYSYYKZyZ","ekSGadDbrwWEEIUUsTVNK+QsLgUGfTGIXKaWVVB","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706516"
"iboXXoQeRwimAYOwiFJvqlSpcxssfTCOrgSQhQX","qYFvRTWvsb/QmRfhaUiRHdmXF+kZfTQUWMJVLan","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706525"
"ZYzIPbFTDsepyqnIiKvYoiliaRrVHxVTvUdcmFX","ryranELXUWLnTEx/zvFrXzwRuFuMeBruKTUrVMp","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706529"
"qeVxG/VaqSUUSYBSBpFgyXeTgWeTl+LwjyuSsya","ABWQzrepMQWxYSnRZOwDCEcfiWX+zMTlGEWBkgE","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706531"
"QlH+W+eQUXljWvRHXszxlkRBzlxYqxkRT/+WwFJ","FyDIbzwFwWomOsYpxuqXd/UMAbDx/ZLDgSklNZV","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706532"
"XuGtZCsZjlYCZwhqUwbWuNCjmpcUAIkVCSpYibL","XkWKdZFxQOQJGUrxWn/qnvkNM/PnzXOTXZpTEeO","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706535"
"RcuElRQdHHpQqassd+beMmXIFRs/NLMuSEkrCas","XkWKdZFxQOQJGUrxWn/qnvkNM/PnzXOTXZpTEeO","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706536"
"JNbswKlUKRj+DTZ/yAJaETJPHFqtYTTNZjUtqXQ","InJiXeJQikTWbKXUZwGS+k+OQXmjSAnDTSBSUJU","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706543"
"RLUQYIuSqYVxlNbnZYYvTxcmQQQZPXKcyJdCfFQ","AYY/vOTFXSQnMbYqhTSfyMMTcKXdfzUAGwbSaRS","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706545"
"jYVWQqrvNgwSg+ZDcloUcW+gfugcR+Gd+n/PZND","hFRYKTlU/GfPQkkhFVoMQITYvyDGZRES+bNcYJe","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706549"
"ZDBpflQsKkDOBfgkebUvL/HYwRQkXWqXyTxDVWq","neqD+cSd+MUoumjTZXgeUTjCiSBuchNwYGXTkSd","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706552"
"aUvoWwbRGgzKPewMspaySnivWGUSYaOAlPjzZUv","oqZg/vVORdTYTiSnOjXsEuQwUqVIRZiHkZQcGQm","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706554"
"RcQvUUSAdUBtuS/QSPtTYazFilMEHllR+QAtNbm","eszmGregQCScsXWbcyued+CTgPSbwGgxIoUSnZK","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706557"
"XZNZXcnaPRQWDrNxRdLpaYYcx/kqtzZSDUZIkTi","KlrWZTKBJhCUksSIogKgKfr/GRwWTEfdSdVvyz/","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706564"
"KSVkS/UXDRtnUKwznmpYUyVLNFPobHEJfRnxhKs","GHyWtNdAxojpvrWcdxZhuFWnYcRTQVLNHRSUbfi","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706566"
"cLQxW+mSenyCqNHZN+WkSY/poctSPMXHYbfbJQi","oWtRKNPgTlPZe/YxZJSVW+ZwzLSaGVv/RFUZqLD","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706571"
"ZsGYKBTvYbSdXXpRtZubnEcgkPKeRicGhZXxigE","vYTQZnbmYQcnhMSJKKwMVmuABP+TH+BELvWYLbT","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706574"
"zUbHoBWuQrHzXQiZnVWXVLRgrCaiVOVZVSwEMJW","IsXOKVOoDSFTTzPlpuuSnLfoWepVLstXSDYyFSx","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706578"
"MoQSfVXDYSwcbAFfEbBERyPAlRIIjYzYoUISfWf","XvzPPFUrBgRVHfHWSrVbYce/AiVSdxZoKsSghTu","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706580"
"eUEkEcTZgNKVWvVQwQhmSHQjUWUbZOvsBszLMZT","UQfdTsDRHUXyxWrNgTh++qYVfOKBBHmRJiQvzPh","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706583"
"hOWSXRBcoQuMHJCcIlZmylEVrRfqoIN/pYHlQjE","OwhCQywWTTQeKnQoAiRUxBqlXRXXx+MmOdNQNG+","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706584"
"XwtxtYjgUZOdSXXYgxoXICdpRayNkiUJqtjZLLu","w+uF/Vb+rWpNvNKeHDTAQTiQoWZycRreSVXaBWm","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706588"
"nz+tCTVVKUoBoJYgcYnGUzxIAmQdvMlNdz+VkTR","Zw/vixclwkJOJOyJIPyxSQTuERwRUpPUoSzdQWv","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706595"
"gmlRFHxWM/IZRPVAZpYL/jZEHHfKiATUhRPii+K","QAQdvSJZpJSwTpozZUUKuxQpRsXYNIToCHQTjT/","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706596"
"RtnAZ/dxwMRTXwZzwGwZPFWNnGPjQZc/tseMKYC","YKWTifDwSqTyhzdYhuYZ/lsVbPGRvZIR+pYHNwa","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706597"
"aoPnBTJBPFOsOUEGtiuSWUVXlbfxRHDaThKQyTm","Ux/aLsYtVjVVIuFTwlsQiSUigHVUDVGoFc/TyT+","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706599"
"ICGykpboZvRWGwdLSRtVRPZdJzJukbQrCQZNBQQ","bXUuKSWJhRmpVMqXQjbpoYhYTOQKlrCqpVFLMQO","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706600"
"yvRcTgsdjVVfRS+nYUTjX+bjQqbyTKaAUYqQpNq","gwhNswvGblSnPYRzSRRNOQaLsK/RTEiRjTUJoau","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706604"
"eKoSYxmOGmNR+CDJYSHGCxORixujZ+mQSmOSuWK","oQOqNXrS/YIaIXPWjxE/dnGmRPYWgXYqqUBYsIb","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706606"
"NtsQYtZHdgTYPjVYQzPAzX/+rNIhSSQNJCoTYhS","CxTJQKPUFUNMmQYBFkTQCT+YArZYloFYu+qTKNU","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706609"
"EbHyrLPwSfFaYiUEEjDTvGBZxInkzTZaamrKTNZ","RKxwwZhWUOIYXWWDxShZaKKKDrIwZFTXTHWqtfX","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706611"
"pCwESdVGWvaOEfQnqdQQKdDdxxkquCNwbUAReRH","v+iTdseyPoqDxSZAEeEXdjjfMExPYSEWKiuCTr+","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706613"
"ZlDIvQ/EygQnVxStSGmxOLfWRxZSZBrxHbZXVqI","MevbTYjRFSXdJkIbRsbvQb+XSVqgpcSoBfWnWoW","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706615"
"ZsZYtDiSsHUhhxMbrjl+YI+O+xbi/jjpKyEbREw","xaYkmnamNtOkKUKHOeneAATGwgkRUvOsRDlBSxP","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706616"
"OF/bbCyilTvoGxZJqTBQCEjyYJfJchdj/cbso+m","FVrulzsssboAnQRsQsCloJMZMWBUjUGyuaMYNNT","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706627"
"mDeGsHwDvRQyxVQySWZXKCmWRheMzUADu+HSXQn","FVrulzsssboAnQRsQsCloJMZMWBUjUGyuaMYNNT","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706628"
"WGdOfxUThtnZhrRpnYiSlDTaYXYVLWIIxiTKXxJ","YXUTRPZwYzRNkRsMWZHRobM/gxZMACUNGZxVTPp","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706633"
"JeSYnHfXBboTQiyYXYXGxYiiSbHbWvLWMRpxe/P","YXUTRPZwYzRNkRsMWZHRobM/gxZMACUNGZxVTPp","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706634"
"NbYSTNYYThuhfrTKquWLXmgNZ/vJESRNVz+vZKQ","RbCTybrtEVCCVwh/ebYzyTRSQYPNnuYTP+zYoPI","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706636"
"zqQU+GZqulrzZFzlyPhDEZxhm+ULTFicVjFnyfC","RbCTybrtEVCCVwh/ebYzyTRSQYPNnuYTP+zYoPI","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706637"
"eRlogeaAGnjWzTdudJflGYSAqgOIFXox+JCsoUd","PZFYiKhZcSa/RKexHQQzcFMQxGQPSWGJUzgCqxt","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706640"
"SSTLkXXmiVSYt/cNWYnVEoKuWYqEJkYAwZK+Nwh","elgofjnWixNjXJUW/XaJwQBXkjlILDUSuiAsTBE","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706641"
"URndvdsFDxSJxhcUZGnLxMouhYrwSsuQVGZXHPK","YuYnBNSHVCNUf/QQHveRYyNsFIVrmntsUQSwOyA","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706642"
"SjzmTS/yRRYRVUxPaiXOZNxQCYUD+aFkyHSzCkC","QzCeIQtwJzcXSnzKAlzXXjVrNRV/QWddgPvhtLu","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706643"
"KuuobeWIfMeTxYXNvYahnhgwYoPSpQgTlLWQjr+","VsIwDh+SbSzbDSHebOrCasPnXWSolcQjQfbmqLO","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706646"
"yagTaxyASzowfeuaFmYLZIUMkyGfnqdSVzQVFyg","JgimWCZRNJlVF/TSeTJdGNPyztsWq/zYdwhgDkk","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706647"
"vTpFfYshytWfTqHOCbayRDlotgZRikqgTBN+Fot","JgimWCZRNJlVF/TSeTJdGNPyztsWq/zYdwhgDkk","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706648"
"AgXbXZRGRfLnljAcBYEfTANkVmzoRpxwBxWRFQK","gYtZDUBROofjRiWYTWbluWw/CCjVpiWAdeNQvEc","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706649"
"F/VwrZbvlTALaITUjpiETcbIhkwYQJiVAYfQWSd","kg+DUXeBZAGtoqiSKWGCbwMCxVYAnY+IBtfPPWV","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706650"
"YrRpIViUQqDSgccSbyTZJdQAHgulNJR/TSVSQKf","ffWQUfLUYzVZXDUaZNbacRsGVUYZtLXWnZqsTVi","01","Turnusablesung",2022-09-23T00:00:00,"J09D3013","00000000000005706652"
