Meter Reading (MR) Doc. No.,EQUNR,Geplante Ableseart,MR type,MR TYPE TEXT,MR category,ISTABLART_TXT,LOGIKZW,KENNZIFF,Record created on,Object changed on
"wUTgmXglshAYftVNBpeNZZSuJyUWBTofRSXSDRT","WnLbj/atERuBaaOdcL/vRTwijNMXqqAUvAqbild","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","izfos+dxsWhwJuicSvVhOatSgAUNHc+cpOVOSMG","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"aEAgAkLZWtRQpGbRRWCcSXPi+opgVDSaiXlqfgD","jwDDvyxugQEZGYROZ/avVNDYTvWQkAvWWIRXSDP","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","u+xpiVFWRTSwFlljFRwVhMdDtVxjoIUYnehaRnV","1-1:1.8.1",2022-09-15T00:00:00,2022-10-17T00:00:00
"SsRFX+YrrMjmK/sNTsFvykZCHijVZmHwGXYhHwU","SXMKShZUQtixIyvTxrVrWNspATXhC/kiVfddDRd","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","/RobbUQQVnPpXUxEWxcI/qzvk/Uv+ZrWUpTRLBK","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"FOCVxmBGreVRQbUEVyCqZtylSYzp+FnXiSVgUkw","dSZ++ViyvnWoVDiBUDLQIFQWcvHSqnLEOTXvTKQ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","sJaj+fTAUSQSQIZV/XWWtfRQAWFPoRtLQWWZiYV","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"PxFSXlrXod/YQiHjhtTVbADuMXCPUeQjJSWSVHU","WxPVxWZmlPWvF/iErCQGHTZiJOUMKpGDCOWRyll","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","UCerBvzZZKhR/mOANTnCZVcyWMPlVQyBIXMrKgZ","1-1:1.8.0",2022-09-15T00:00:00,2022-10-24T00:00:00
"Z/jtWHdqcLmxUBSySKAPP/AqW+kcTcjoWlOsgoQ","pQGeUYQXyVYV+/ha/qskkWWXWkemOegWiQYhU+C","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","PQDhOygXzotVZTJPIRAATTWTfVRBtkQTVZWYVT/","1-1:1.8.0",2022-09-15T00:00:00,2022-09-28T00:00:00
"BWxxmewmgj+RsXTTPYvZLOUKQMQg+XHRQXrCfx/","yTYolRgHFbOOXlefBbZIZJGuvSGrsrYaJhpQyxG","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","qZtWjMCZPyHTkAGQZOhzkp+jxMluqeoGCNUZIYR","1-0:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"QkfVYVdCxEQSHYUXVqeNlQCrYvSI+nabfMkTThP","UyRwUfYEeVstkuspsjZYJUdZjaIbmjHd+ZWVQXm","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","TSP+HGDUZhfyOqfCDUTQQRSUGOH+WVBTZUhQGlm","1-1:1.8.0",2022-09-15T00:00:00,2022-10-17T00:00:00
"hNjXSQRnHmmZqctceo/yUsUSlqeRhsjFEQDZZ/B","LRuYmsQztHwduT/ddTbsxHcT/sZVTZZoMysRqQY","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YXQwvQPVoRXhBWnVTsbuXtDFvVOvvRFdbTR/hmN","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"KNVJVToKqvIeDjxuXwPDQTriqnsgCPsgUoeEAjd","jIMyMflPhvTPeDtxYWasYfYMloTVphnnSXyGLYn","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","yvRJvaUHQWRQwJuoTHGJtsqOZSYqThhgNkwkdTT","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"wOSOwPVTNQidcQiHiUxiYIQiAZjRrr+DeZhPBjT","uhAzWyVqYrIoWy/GAHwjUcVbviNfqHKTXWUwtTf","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","MYhGXMOukBUmuaXEhykQtqCmeecSPSbTvhjTUYF","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"QoNXrZwTSQCeTsXRRTBUymuUsBfCViYVCadcQiy","EsSYGNZcZXkTXwYqaWGVTgRXOpJmvYPDQTFcFCX","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","kUTPhThlxZXS/eCPXSDYeesopzWiciLsnlnJ+II","1-1:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"FkvpbifwQciqXMzQMZNUvYRwpPxhqXRLMTaAfxJ","PNgWQf/rBNONiYNwisTgUmcufpwiFSCmbULQNXv","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","WhTxLAaNpFxsfMyNcVsqTalfvToERZJxLgccHUB","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"nsdkcdspODsEBRNQWANHTQJSxCMKBsTVXvMQZZZ","'+fRNivQsimxeEFoXtkpVmrZGBpsCwSsuJfhnzXL","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","YxJmyQEmgEzdgQWXaLNPKjgXiVjAXiboyrOxPJQ","1-1:1.8.0",2022-09-15T00:00:00,2022-10-24T00:00:00
"mIYHCqffGVbvGHXwGYACBhDmiWKitTQjRauhxJt","CeUXuDMSfQyZDmCklYUyLMVCmSwlcKjsVmPSVUF","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","dQZkHV+TrRQqjeCQWPTXhNgUpfJZOpRmmFirZRB","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"eRTQQJywgRfRLVIhWFRejYiuBuCtTczW/DVhZXY","pdCdWxHHnWsZmSIbSIQVDWRCJoltMZBK+MbZSpf","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","MHRvPSANUWOEW+URPzQTXYWofXXRRamIIKPkLLV","1-1:1.8.0",2022-09-15T00:00:00,2022-09-28T00:00:00
"M+zquhg+sicYrYVYsmVIIAXpTINbfRSSy/PEgHY","/SjNtTCXTJvYCqvTVGNUTskaX/HWIhZQkTLmPwV","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","Tuy+bmCqwTDgHcgBCRSXNwPVq/jFNat/XwTBuXW","1-1:1.8.0",2022-09-15T00:00:00,2022-10-20T00:00:00
"RpbVZQ+ELMYCDvfVyqruiIfxDAWSyWcsCWdUVlL","ngbT/TmnGHVYUsBSaRnKWrLUNAQYWpH+ZQzVdaV","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","BvztBkMgkNRsHXJFlW/cVVTorPZZLcGHADSrAjz","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"ENTiMhSbVtg/XUcxEuqwTlDPWqFLcgQnvYUPkYb","OtD+sAc/F+IhdP+WMNZfRPPkWlICDTvCFKcPQWY","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YYQhAfEXuTit/upwekWWoJcZxRqWRQapKeUiKeI","1-1:1.8.0",2022-09-15T00:00:00,2022-10-17T00:00:00
"ZhOHzyaxVZDZKPW/HJghOVkkuCUhCzTEBVeq+gh","bXdSoQXAnxZG/qDHkUkbJwsXMAXdhNPkwTVyMZX","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","jFKcAWrSXFzFYTTZnSuJlXaYUAJJYuWWdPnQIlc","1-1:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"ppPhxQCKXwYsaIUScoRFhbLySNYVwa+QopDrkIM","hRQIqYdYRZFTQlSahegHNLwKvqhGrSRjUafcTgW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","VNUKjYZVWVYTefqXZYx/iQhYUdXSaViYR+RBRYd","1-1:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"RemvjivWWmVxzerjwgfhxIfVWkfMVLflonVAGzT","FpvWSVxfUEaVRJpsPuWBXTQCpZzdEWIUZdVWZNe","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","RyrcaHugTtXtXPVZLwevGOkwHcuHDQcXBNpZQrk","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"qzmesubjuUXQKTIaUWOugeXyGUxF+PVIXyXnZ/H","KSeOTTUiVSKJMQTWinEqEKDZphtulCUSVSDkTYT","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ViGqqKjaEhWpNjYv+tQUXeBDXFRFcxuYWXASEoN","1-0:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"QNRUEowGOULgGFDMXmfZVCxxonLQGQEOrwbTmYh","XDypzWgSkWZedIMKWkcTrsSfmrWtLM+SNERpRZm","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","IgXzzvXxhXTBAVVSYXOqxCzGSOQkwabEBKBGXLe","1-1:1.8.0",2022-09-15T00:00:00,2022-09-24T00:00:00
"BHHEWVFpePvRXbqzVQr+RNSnTlKwdBTXvQlsbeH","YVSWxUyqlOOXqCnnUYSPSNnWsqbwtDqpmjgLsBP","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","UYQWYmfiUzXUCH+XU+InaR+UYNDAYYVDbRZRMOe","1-0:1.8.0",2022-09-15T00:00:00,2022-10-17T00:00:00
"LhqfIyQaYLtQOqFfKvwrimqCFsWGlnqTzbTxfHQ","pZozZdOUZRZJoKyoRkrEXROGTsARRQpzrQBgxcQ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","xguNRyEpzqODACQQoUmKPQL/vmBCTsRUcYfUKEV","1-0:1.8.0",2022-09-15T00:00:00,2022-09-28T00:00:00
"CvpeJ/diPsyTUKBTOWxOreiXg+QEQhYucPYArWD","SQHuVTZWgGKZCYPpuVH+yMwbJReiUPCJWcZXZzN","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","UvEBBHBRVBKVEnpOMqhQOuKkTyGOQQUHiaIWBRl","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"YlH+XKTYtQGUwZadfWJmbT/Wx/VSQvCKBJdUSJX","QEROcjRkeQtsEjxgkRaHYUEYg/BFTPxWJb+aCoo","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","vnZWvMc+cXRDhJTKPLDRW/YoUQEPDZySVXdaAZT","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"UYovJMlekOaRn/QXSvHUHYQmKvNAokqCiXuNdRE","SYSXvvPPUj+eHW+YVeLRTIVmYsWMRWteJINV+XX","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","CGtsCtlQZcYSPWwPTsmCDUHjbNOSZFWVGlgBhfi","1-1:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"lZLJVxqHiGXbjWUUb+Q+FWHUWSXRdTrhunZcEHI","/Oi/tKALSLalNYwLEYhDROpAQlcSbRSSmRVDtpE","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","vXmWwZSQqGFxMUvnuwS+TXDBiGiIqiaZDYfJshn","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"DuwKhFKiEO+TWoXBgoDjMYueegYBKLaTSrUHesj","ZfE+XHigRUQVhTClpKaXsctVTIXSDUjMUhrGuZS","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","wHvWumsWYUcyWHLfvzCWrRRqTN+VYCeuuYXRviN","1-0:1.8.0",2022-09-15T00:00:00,2022-10-24T00:00:00
"HKjsybiEzILrFZXWkUTpbxCZtCg/NnFEzOkYtsO","OWJCZRlVA+YWgRjHsxdLaCAOVdyEItn+NsTZjQZ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","QdxqyosHlmcMRSIjTDWZWtLXJDD/ztJgXRzUCXF","1-0:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"USQdAXfmaFHOxqSGlKYSrrtUpVXSwvnmgQzgyQi","TOQCpykDYnGlVOPzsLZNqYxQbJgSNYprPWU+ukR","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","InGYfXvDYIngKSGmUDRR+wuGjCJl+Wq+EjfdNLV","1-0:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"mQLuysTARDXtTmUWdR+UYESWHoFXTkZWRQqxuFO","RZ/OryiNzWRnEuOQm+JY/TRUDWUTZSZZLIkGVTU","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","XHSzYEfVaNDXvucgtWCkhuhJzGKXwpavQGYTZY/","1-1:1.8.2",2022-09-15T00:00:00,2022-10-24T00:00:00
"IRvKUKVgPukxpnQ/RVIAWIVGqgVYgAvLDIrmcZz","Vwe+iZT+EjF+QAQWeFYPUXuQcOVPKRZWPMTqmDU","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","QHlTIlaQLdVBSyqVSKsiOalDVMEYhIqZWXfeXPB","1-1:1.8.0",2022-09-15T00:00:00,2022-10-24T00:00:00
"ERmEAnousSzZNDhCtIgAinNQ+YjnXQOOlHH+UNe","Rytgce/XZWTSiBOsVZdZZGTwWkesXXeXqxWclAV","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","oVppvXcBWzYlQVkSxQwcZDqWjQRNXGMYLBUnRQk","1-1:1.8.0",2022-09-15T00:00:00,2022-10-17T00:00:00
"SYQlTcTisbmSPRVrhXgpZJYE/QxCtrRvSGyAaDr","aknBzhDjyxNkzoVOSgvlNGZicyahlyYAQfDB+sr","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","iLkObTZLoltXkQ+QmphVvLNzWmIiBHtSRX/CfzZ","1-1:1.8.2",2022-09-15T00:00:00,2022-10-14T00:00:00
"tbZvVBC/wSTYRr+Zp+HDWTjMPOopqecAMnUaCWd","uPcyTpWaYWQnhZQkZJQwltYZbRKfdWeUASZbRXw","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","Wc+J+VPOJaWyWGOqSpYxrwIVbcwSGYAhIeGvtOR","1-1:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"WWL+HaQgG/RzZcaj/sRugQWFTsMr/KXGdlpwcda","pVWSIZ/WqITqs/XUymTdwMZSZ/yWXPPQHNgxLwO","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","/zNlIRZGTMR+NYMTUqJYVKIZqeKVHIyHuUSSGWZ","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"fXkFQEUYjRQYEJXzUceYoUYHJCZKvIBJrOaMTBQ","ENfkLr+OYzUNZLxaPIyBOtQFWJCFnDeSvoT+HjT","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","XVHyQARXNrnRedQRvumTCEQTFeyrk+SUbzjfwyB","1-1:1.8.0",2022-09-15T00:00:00,2023-01-31T00:00:00
"EOIHekGtJLPhOiVAVyRJ/SQGshUzjwWpbNJRXAK","y/ARSbUqmdPMX+HLkJLLX+SXiPAIFxzEQYNUOtH","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ILYVrCfBCRuXXYPkZVYGTsAZUMtWFkozoUIKW+/","1-1:1.8.2",2022-09-15T00:00:00,2022-10-14T00:00:00
"rNyrFKF/LyTBYLLYUEFTsyWXmbxnsjdWmKsrJgu","ZZxQvRcNR+NS/vURNxtXi/AdENoxQRkQ++rEZ+J","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","sSKErjNWhVou+YrXWkrdUtVIICvQZIbbUqIXgwA","1-1:1.8.1",2022-09-15T00:00:00,2022-09-26T00:00:00
"iWXnmySpmtNWMoVRMaSJUmOpingsSzVUpfSIQlw","sXDVRFxFdfWBAUgoKbUWig/wCVWdZmlSTTIzyYX","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","xXBEaguXSrsozuXXuSdoRYmaZyIvUWdeyWrrYnw","1-1:1.8.0",2022-09-15T00:00:00,2022-10-24T00:00:00
"n+yTEXtbRouj+GYjXiNpQLSiFJchYFTEWY/GquF","xNSRXWP+XaPaiUJzVQPkORYQrMWNYrOMRULhwVh","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","YUoTMbSsWCXKjqUwYlnSdhFtKAWPYZhTWBVohkX","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"mQfinRCYphTQkGIjNcEVURWWdDhSbzZVOmBHGCJ","zHA//+oEcFROCdvgISBsstjTbpSPStaeMjuRpwA","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","'+SiMlMMSSTURSIXtZIgKwrQVHHkrlcZnrYCQrCu","1-1:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"Xqs+T+FijFdncTZRAkUmFcYAZSPjQUYzXbMWIft","QCxQywQuSwWScjVXsSGcNZ/DwWJHeoRktUpslkx","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","hopuGezJVo/plyQVrnYQRQTUW+pcLOUtWWQAVXq","1-0:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"DxCjZnSAdXEmHbscPQRJQSuojHzdKZitSpk/Muf","G+E/OoXNUqihlhuXZeRuQThspHUcgCWGAfITKeb","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","bofRpaGl/Sd+BEvMLmcQUczUP/Yw/mfXkW/EQWZ","1-1:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"oThZbdqWPEWujtWzJlgzXkUYXJXhJSQVsrYTSPp","eJIRNsDoVTuWfuUZRQjInSi+KnZYXmpbXLdWsFJ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","RtPVIxhGmDhiWpDzFTcLRuQtrZspJaQPtuQSINS","1-0:1.8.0",2022-09-15T00:00:00,2023-10-02T00:00:00
"QQlgaQgXrbpfDQMEUtWvwAcULOnYmFPybUYLHMK","aTpnzRSlQ/YhExArYTbirloiGEYQgjmEhxDU/Fb","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","RjIXVRSNTkYevTVWfiPIQanRqXFTJWCcEviFnVy","1-1:1.8.0",2022-09-15T00:00:00,2022-10-19T00:00:00
"WZIStDhMXEUmsmSShwR+ufoIRh+XuThkHLFTla+","ZrkoWzpVXWMbsmLKVeCarTnTjSSfrUccwbBiUQ+","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","fRFWdzwPBUUGESVZSmMMJPYyPhbOWQUpIYpbWWH","1-1:1.8.1",2022-09-15T00:00:00,2022-10-17T00:00:00
"ZcWVYTujeKMVjgCgXEGCvZ+SVTZgflAVTjUxBVe","ZrkoWzpVXWMbsmLKVeCarTnTjSSfrUccwbBiUQ+","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","HfwoDVfXPQUoOcVhWNEnDksQfWNN+HSXJcJCmCm","1-1:1.8.2",2022-09-15T00:00:00,2022-10-14T00:00:00
"RgQiWYNT/joOwVkYNzkPljbUUdTxVA/uCvIyNEZ","PsIAAMxX/gHT//aXUcvGsYTAkORVgSohdbVrKGL","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","txPWWGNmNtcCwd+RQufcD/OYaDb/YETHxxQQArZ","1-0:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"UUSSZiiqDj+LeGoivd+SSVSAabpOtnsWkPedUZe","KZWgfGQVLGQfSxIsQYYTpEYEqzwsugXSfpaaHWH","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","hnWTnlGJCdwXXBFHIARUKQtrPqRATkUaFbfGDYY","1-0:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"YU/FOqXnwSQtkQDzRCqMAVdEICZgSXbFODFYDQK","DxTo+TWyrUObYbgotKkRzViQXAssuPtnTwGgnCG","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","VIn/YK/CZfqvYSTaCtL+VnqNUSvjpyZcWONRPap","1-0:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"VOUjuoTSqUOhPNfk+g/DrSMlzZvNBuiVeQwnTlX","PgWUUYCRhSzUsXabqKWQqRGCGHHYwkXITVWfXw/","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","hxUxKuFMXLSHSnktSzqDZechgsaSDAhhMUIYLvC","1-1:1.8.0",2022-09-15T00:00:00,2022-10-24T00:00:00
"EpolM+Xg/FnwDxYIYUcKxCpjU/dsBgy+Tby+ZwG","FrnoBluFJUEmPxpXdFXmxuadjTCpczVWsXsItmI","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","JQiGQcUTlSEAGWP+AoYYvXSDUVRxVXyjjWRShgj","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"uhXGZQYTohZWjVVvmQgTAyQKRODy/sYOQbwzhAx","uVetkQQYSRoVROOUleyeUzbcWYymLtYKKYPdxep","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","yX+BwLyUZvCYvtJZfXcLsicTNwNAKlqWcXfRw/m","1-0:1.8.0",2022-09-15T00:00:00,2022-10-17T00:00:00
"/eEWeQbTgH+oIOPoHFykMUURbkrhYqnTLkXXgAW","pqtYWXvTUDIBstgsfZHtvCWcICPVRNvwSeQItxB","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","UTVd+rHiaUYrEvOmoytlaoSILXQmfRGcCeNHXNq","1-1:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"aRoNYwqvaYVQzrRwrEWuVboncIcAVKGepO/Xh/Z","kiPgomofRR+++tWqRYEuxQXAGyf/btBMuncPoAB","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","WAHQWfpRMeNTuUCrlPhPoYUVXHxNsSEdBRWzuHA","1-0:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"VboPXJzoGZYVuUWYGkwqyISFBVuFqvzjDmSAwFb","bzUznSQdUYSIkCaQQQjVdMgnYZrGzDFTfIVVfYd","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","vohaEe/nYWnQjzhaAmdbvGkdHbvNXRwWuUdsBSB","1-1:1.8.0",2022-09-15T00:00:00,2022-10-24T00:00:00
"WQVSQFJbdQTLekLBviQTiY+iQCjrpcopynJUSYg","xZQuWvjrxgHkzmXWqzXYpSWlDpGgSBoQhpe+tUX","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","UWSwoQnTGwjFQWXVocGDVhTyemSRXEXTvZ/pRec","1-1:1.8.0",2022-09-15T00:00:00,2022-10-19T00:00:00
"KQzEapqRGpLEMBxLZjhI+y+fBfbeRyGeR+IYYZJ","qscSNQNiFMoVIYvSxodogloQqDTLdrWwtiCarlR","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","aPiQHbKrmR/bqqcHsTUSuxROfDnHX+zskMbCfES","1-1:1.8.0",2022-09-15T00:00:00,2022-09-28T00:00:00
"iUQQlVMMTtFtMVFlKnZAobgqCBWYyOLrEHVTZIK","FUqRRkeSq+tKKTcuMhPOQJyjWekPFYfz/sslfbk","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","MHSXpdiAHCCINoLYWJcsaga/VpfV+pUpToZrrZE","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"LcagITyVHRoWdObdzctTl/qVNxCOiXZomiazRcn","iVTtuySFXiGJFaAHHhVWrUeQElCePbFTUbNwEeP","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","nWjXPEQzUdmRvfQGuw+SQFUVMUDeNqEeiWcTvPV","1-1:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"mvARXYXRCPeSTZDLcvKHVZCQQxZKqQNngDflUCp","wqlLysCyIrtARRcfADabJedBRGTpRZ/vVfYZbRu","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","tQcUlKWZmhfYQpQFYraoVbvkSqONjpaOHIpINGu","1-1:1.8.1",2022-09-15T00:00:00,2022-09-26T00:00:00
"UbWaQekXEhIJRvEqeITzuZpTLIodQIgYgVmYxeT","AqZ/jTXqsVcoicozUrQxACxYScpifIBwnjIjRK/","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","KZjMaVPelioSTpLWWToFiWTtkPRRxsSNUbyTnMX","1-1:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"fZtJXvTbyTdqLYmiWbSOTLtVDoxZorUJWCcdwga","XYuTppJQGDfueOKnGDLPbJoNRU/MoxTXgfchnpY","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ZsllHYXuYVQOuVXeyWAyRpBYzutOoIxXwbftgwy","1-0:1.8.1",2022-09-15T00:00:00,2022-10-17T00:00:00
"MsmPomFS+MZipOGsUimRMfMV+fCSCJgAVDFKbdn","YXTT+Ka/RtplQKtFSrRVuvQXdjyDQGQeXHDIDsn","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","JVxlgjaSejQZhGAYsSFBeHNxGydDDlgnLVgRrUP","1-1:1.8.0",2022-09-15T00:00:00,2022-10-17T00:00:00
"NyuKRktwuyEfYYGeXmWtMWVYOV+nZUOHkPFOSdF","YkTE/ZLUGlQc+/tSZKjXqPuZrXcQXAJUMQcdUOi","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","gZmrEUqxWDwUZnXSRqwnhSIOHBvCWYrlvWduHBF","1-1:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"CcleeTXhqITepEQXaXRVrdhHygDXTYKLcqTACwH","VSLH/XLxgZWSQakyEYuRrMXVtbBLMyfuEcb++RD","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","K+YsFvmRJyiJQKOZHpNYjvR/meI/dwPtsXr/syQ","1-0:1.8.0",2022-09-15T00:00:00,2022-09-28T00:00:00
"ckV+gUdZXeWmxlkOLLivNxPCZYSKRmpKCrZPYoF","qtGifeqqhjHhTbBVeXdWtJIidibfTLWRkDcQ+Sy","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","seUsXyNatJVyYNyIpevwR/IQJPayyVXSIzXzQVD","1-1:1.8.0",2022-09-15T00:00:00,2023-09-25T00:00:00
"QuQtzFpYCTUdROcIrDdgfKsXSwRSVsZyWOtkaVK","VIquqSTqFvgBpqCSwQpIVkiUQvypacesGlLiEaQ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","tSFYyPFyULWgTPgIVftLXUQiN/UHeYFDYlMkQwS","1-1:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"WBubvZoMQiZFLZjoszVGHQSkSETOieNgnXrroys","HmhXqvtKYfBqDLPzVoRR+YPHhnZPQYLAptHHH/I","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","XzrxjfYMT/xTojymZbeuXYfsfouAtzqRRXvtIAQ","1-1:1.8.0",2022-09-15T00:00:00,2022-09-28T00:00:00
"PntSJAYipFAobrTzWYbYDHPrlFVa/VkvUXTxocR","KNWbiHTyO+NRSZGV+jztsWWsASUYetDZTCnjQIU","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","d/FZBkRjRCWwSVukCbpdJlLTVnRuXTTIWsOKvjg","1-1:1.8.0",2022-09-15T00:00:00,2022-09-28T00:00:00
"z/aYESYsLPKi+VJlNfxgVQqhRgVOcy/tVERRVRY","wRGVnEQecxVOjxpJwLLhQyZFVgTsiiFUhenEApo","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","QhoMRRnBXVwaQDeJSkVIOfXjTQfBeKUhUGUTnpk","1-1:1.8.0",2022-09-15T00:00:00,2022-10-24T00:00:00
