Meter Reading (MR) Doc. No.,EQUNR,Geplante Ableseart,MR type,MR TYPE TEXT,MR category,ISTABLART_TXT,LOGIKZW,KENNZIFF,Record created on,Object changed on
"gRqzSRYvVgTiYxHU/JEsVXL+/hXVYaCRsSQEada","ysDYARkdKrHmsWCuiUwX+jnSQmrlv/WqUOhT+Da","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","YSWZhtyUjQTjgWVqXBmQeSJVriHGdRgdWrRvfKT","1-1:1.8.1",2022-09-09T00:00:00,2022-09-26T00:00:00
"GThRWvdVw/KFewMpH+kTWXtAUZUJQPqKXDMwMMl","q+UTSM+czUcZGiV+EvOoGEYujMW/QK+WUBpQrUv","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","IqQeYmeVGKUMjWEsxWYtKLCQUpfKSQAOVmhafXf","1-0:1.8.0",2022-09-09T00:00:00,2022-09-28T00:00:00
"AH+AmfvqTBYRjwtYLKh+YcmuWcJjZLXucWhUPUw","UXBiPEmMtDkRDImVBgUZJiBW+XqsWTUCYlhVlWJ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","A+SjKZUdnLUSLmVSxSnePbyyAFzszWvdFYTHVmU","1-1:1.8.2",2022-09-09T00:00:00,2022-09-29T00:00:00
"CrFhNgUUZMZgCPYIvTUeyDSyYxT+eKGKPQ+hpGN","zPDHQLTWgZRuaNhrSfXXCpihiRPMZunNTjXGlMW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","jVXSS+scwcRLKrbRYxfPkqDbtGAvgOVURJeq/Ma","1-0:1.8.0",2022-09-09T00:00:00,2022-09-20T00:00:00
"EXvWFpkRTWfzAyTSYpZxvVgZjoQU/kOphRjI/Pa","BLCkWepTYUqAjlmnjoSzJSWqJVinhREqMjKaRds","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","geR+exRLHaWKWbDoRhRYQzFtINdZRj/IJCvzRAS","1-0:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"Xkc/XVcyTDLKUpsYOhnXHYFVaWyHUsyaJFTk/lT","bhulyyCaxONdEQjqofGtVZZuWULRUzleKZAGuWf","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","WWxbkuFxqXpeyUwYWzVkHfQTAUe+eUHDZZWrXfo","1-1:1.8.0",2022-09-09T00:00:00,2022-10-21T00:00:00
"TRWbTHyXDqMErHMOxKGwskXKAJUpzVHYovfKGrh","ZbVi+zJVPusYwnOVVQSiVGzOVDlDVQUT+mBpQXO","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ZMTTZEMEYkNqNUTqnuJVEeyhAbxwGfBHVCEIpeX","1-1:1.8.0",2022-09-09T00:00:00,2022-09-15T00:00:00
"cjwYwXJLarOxfEmTqbWwBfhEYsXQPebLTvbdBwg","IRTUxLcWMxwnXbJoGCxkrAgnoZwbfdkZ/XZ+sXj","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","sdzJN+TRHUMi+yQPGfQgWAfZVkVtZNoIuVAgqXI","1-1:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"VuYWZMDBrZtQYDBSbjjMCerTWOwKbWRBBUMhvmF","cEQRWaWWUOyNb+AnZHMuuXTBteiRhZagnyTJAGf","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","jbXBSrZZFWRGZdfvWmYFsJlyZXkI/EfUphpZaaZ","1-1:1.8.0",2022-09-09T00:00:00,2022-09-15T00:00:00
"XWRXqZhMGBeJgKRqcIRyBWU+wwGdtQXAYVz+dUc","vpeDnIigvRXkYgJE/eDJGaCdiivZrxbTHCvJVHk","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","gNvNXOZp/UaUTHqWolZmfRJRrtiXIddyVXfQoFU","1-0:1.8.2",2022-09-09T00:00:00,2022-09-22T00:00:00
"YJ+SLedGPBhXSOSaRUQXqMZVZuqhuPSXcAWqaPm","pINUi+dAybpyJRWlPacESnUKXsZQudQocOGQHus","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","QLZjVXQZYtWwKGTYiovjTwRMxjaLLswmkvzfqUF","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"ateGvWYV+dWQPoxUUMTyYWSpWdEGvTOQQcwZPpG","TgWDhMBTvtYkzZrXSJy+EGEQCXQMSsEkbQujeif","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","tKxaLsZygWMGWTvlStTdqlIXivTkXDqhRSRQyWX","1-1:1.8.0",2022-09-09T00:00:00,2022-10-14T00:00:00
"TzOTbtqslQewpGeKRAPhXWfwjZimkSyyjRtQSqX","SNANngESvYYMMoLTdukeFiyZS/EXt+R+uZHtRRL","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","CvpRLMnQdmYFIGJVdlMtkEcpJelkARJQRLyZYsV","1-1:1.8.0",2022-09-09T00:00:00,2022-10-21T00:00:00
"pI+/RpjtpwQNhRmWnRYCrvBnJWwsxYsN/buPyFk","RXmYGWRQEqsSxAtUsrFTZbvQWbyPYgTjQpvTthR","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ZtlrCVyrrlQNwaSDSQyaJXTkmsiWbRJrJNQqp/z","1-0:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"eJuItriWbWZbehYmuYRUauGIwme/y+UQuUAfoKN","RYupUCoyhTFzsZVWGwDQbRByCXYicVSBMJUSWil","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","pTM+CbtfgMZBqYgRPHScXtSqseGMCXYW+HDKRV+","1-0:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"GxAv/WkTknWLOUMwNEQaQQzSc/WOCzoPEHUFQUa","vBTQJtjUTGytxXZThCZlyhTZPUYpzcDVExuagTP","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","jwohQmQbTQRBj+QEVaqWHJTrzyx+UhGraoeQPwY","1-0:1.8.0",2022-09-09T00:00:00,2022-09-27T00:00:00
"FaVoWcXPgIoznMIY/CuweSBeniTUUDEQSpcMvDD","lgQIcNxIGFDZLuhVRbl/ElWVYbiWVWInpi/qwSd","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","WORDVyxUIdGgjeSpSvPByfPwKYYSOHnFsBSmJzQ","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"SiYFHENXLDMlTcfGWjT/VvekonKzSZXcUoOmDU/","ySVQEPVYUVaMTaMTvjhyWuqbXZRgIKsXdhVJZMj","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","kPRNBYKYiiRUqlTpNuVOfcxRcwIJOoFZRh/CZSG","1-0:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"iSrkaQPHpVTRQ+EXj+YVQAXQXMXuAHdVUQOJoo/","YTrRpXZoUmE+FWjRaYmqkSKdjUgXXVwRXQZLV+R","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","yVTOuuAdqCZUW+AEZkXFTVdbiwATYcJHxVtuJFo","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"AXSLQhuhjKjwhUCIsCNZErjGDCQ+uXQgUWlUXYu","zQFnqvSGNSEmkUXiFRmNWdyVpxiZUSkHyqTZXlA","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","v+yqWYe/VClRCVPXgJOMhTToMRLdORvBTWyuUyl","1-0:1.8.2",2022-09-09T00:00:00,2022-09-22T00:00:00
"QTRRwOobVQHwYDxiYKSMjhayqJnGVLsoWZCQpvW","ShTtDc/UaEZTnwtYQYuSIWMtkTJYYgxnwWmBird","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","mcxIpZxzBUUbXQFWOqADCPPhSlTSIWBSGXkrDgO","1-0:1.8.0",2022-09-09T00:00:00,2022-12-06T00:00:00
"ZdSsUsQCOMAraXQpEZIesBgVVvrIOHXYQsvrEFf","Fz/ulr/VcONmQLGhTUwOYfwpongvRmRXsIBwvTJ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","rnPZ/dvwf/+XWhUCt+wCJXSHFkyzURmPVzIvoDw","1-1:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"OSdQsGMpWkITMRWrCIDUlEGhhIWSoUCXIYXVZGe","UxISBSmQRowVE+fSVBIUAktr++NOlgRqJlQ/jQT","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","RywWcToRfUb/TdPkWWxPPlSTiTXLtDKutzkOYXW","1-0:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"XZdZYqW/otQWQyvUYgMmXFTwWZwIkYAQIXnqZhh","FVKVwpWrHQ/lCBYL+SAMYXaUH+pXgmJAS+IgMVu","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","QJrnVLTnXMSBmTkftWJzHyCLRsRlOdZcjmZiWqU","1-1:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"pIIZonYSWATPTRTTTxzYdjyeQPdGGUePmQZBmfZ","ZkPuTEnYvmEOAJLRXnysMZHSLPQGSsOtllo/Com","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","BUZJWNForQYKWZ+mUYqWkNlm/mncYeBUWtoUzdc","1-1:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"XMJGTFwfwEoFzIiBqYbDbnZgyhqVwKJNanDwXjR","zyhIY/ScCzPLFbvHcksGcnVayQFJLzBfgEhXM+B","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","TTQckEkJ/rwXgHjPTgSMHRXplwpVR+/UXRBACLE","1-1:1.8.0",2022-09-09T00:00:00,2022-09-15T00:00:00
"RjDxKbBULTWgiAGzMzKvZYppQTZEmg/aWFVIpMj","msOWkWQvmWZDpGWQUYMawmzSNQyMrAztYYTWSSO","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","uwVMnVHxZzSNMkSZTCQUJytIbaUdwOUNQm/iUGc","1-0:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"cWDjhDwWtbXIOkZXtrx+SzjgUrQTTLbhbRQSxQM","NQimUgSmVUSRYKkSFDZxHdDZtztIUlolNwPujVZ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","LmRqZRXiRxcfhjmUx+VKOTZxzkX/DIVgjpGsDfn","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"gBQ/NSy+vuAZJUEtPERokERXGTIRZDnZiXkJy/C","hVBfZrVAKtqdxBBLhZMCkTjxQYUbpwkTFdbvpEj","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","OtwcyRScJWVnpoSM+PhTYTSRMYivWS+PSrmiQce","1-1:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"T+sfJApfTsCWAXqF+QapNasOUBIPRCYXmbVcVJZ","cuNgmYPZsXkavTQ/WCBcboYTJHhTxchSQOpgKbx","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","QabBQYiPUqSRseQcNnuSgxUpoLZWMqXMJtAxVxj","1-0:1.8.2",2022-09-09T00:00:00,2022-09-16T00:00:00
"hHBZL/yZMsTpIsmExb+QSQnQrZv/lXWaQI+YUBW","zFQKCKDhKQowjVTXdVfTSeyRX+VaiXXZUiYcUAJ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","eXdigyTZvCpGdYEtJZp/iTGepVqKtRCyWSoRaYX","1-0:1.8.1",2022-09-09T00:00:00,2022-09-19T00:00:00
"QqyeMUDkZKaNVZpsTCGtsfqXrQbePxT+UKpy/zH","wOsfoG/ToXXBiyXTUfZGHCHYekdxyQScIEaVQVh","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","NkhRMQRli+gVRJBMbunTnUbI+WSpDttjVkWSxZJ","1-0:1.8.0",2022-09-09T00:00:00,2022-10-25T00:00:00
"AxTjNDHjMyBrfotKHQaSNgxqLSSzZCZtD+HcNPC","aQZsQHwQrvRsWSRkuELzWdPtzTawyWtXYhcUAjM","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","rJpYcQbBxJYymQbRAzyoqWY/zXRtCdamKAyYZQl","1-0:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"SUUGiW+tsKZUxTZNRSAQQCZwUAcOiKcfgOxdFqd","ZRECCEzwsZNO+oqBWLTxSzVIPSxlhUHgUV+iCVF","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","iHyBEg+LwSUsAUFlERoXVEIgyUIYiURlJXeQUTg","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"re/TSdDoYwSnLqnAmWKAEEDUTotWWcPRvZaFdss","pQsTmBQWGLQFQeVzATZIBiMGUggUYHLXPTYdYwp","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","I++HonnhrnKRmYQbKmVUbD+VArfTCoR/zVCVwUg","1-0:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"YIUpsuAXOvDJGLjUZjsZzQkhipwq/tlRX+HTHWX","GYWYrBjQFXnXlUUKjnESTiOT+QUQyrLuWjtTjMF","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ZQkmekARmTLkGCzvwX/alWEqqZRWJdXrUSTSHkX","1-1:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"eGkFUXCzqRjAVmRaRTqZmNsYDXMYRmFqUlCXRXV","WHKPVUcQbRfyAAUUUZFGBMYhGLMTHQanMwQxaYw","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","AljFYBiRT/ohrzjxIPZMqBSQTFRlS/hZCYWtYxn","1-1:1.8.0",2022-09-09T00:00:00,2022-10-18T00:00:00
"WyYhBeeHuSkbGqZKKASGhJghNHxSCTBFUUIJbhy","bwQczUvTVixf/ZMTTCnQkYDrpHITThmTuTLTQOe","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","/QjHguaNuVVuNAYdTVTYnLpMRxcqVZIZTbVSsVR","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"IUdUUzWqDfQTHYudNRWTWudvWfXRZHtQTvIqVXG","iCKZVXpgLmUgGAy+PRLfSFILXk/DdnAROoDdObG","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","'+YalAeZPWpuZbqkWrjfYf+XAITMDEGcAmgBDJk+","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"EmqsZuDShQDhYvrYZyVbAAhLCxUSRTUGYSYSQDA","g/ArSZoUhOQkQPIvkGSQRYZjoCBTQDRZiqUAzDs","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","YsqAzqf/pIYAZnoxSYpZOSMSXMLWoYupImVGPbJ","1-1:1.8.0",2022-09-09T00:00:00,2022-09-15T00:00:00
"PmIfDJBkqlWFzwhqWEixXzgSXWVBGcVo+caPyUO","gMZm/wTPtPKZiMOTwcstaNSpg+gJaSKZlWTHRZF","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","OxczHZVCcwSPPQRpBQnXXpqSWwScdBdyorzoMWx","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"ICliapLJoNoLXvSRXYdzKPZcmIZIhbaQXvPXbDV","nCYLFwOEwdiTTFYeDGVAlJZVPXVzRFmelRcZFAB","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","zBOgiGcerQRRtmrzTWzaZRpWJVFaWxVvIbaRDHH","1-1:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"xXSTNOUAiLgqbEdDCEhWCooYcYRXjSwRIWVFQip","UEVz/bJYITIhd/LrrxnbaS/XBHUlQQKQjUy+/nX","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","cTeshdhxsADiYYBXW+WVtypmmEIV+zycYoXSmtz","1-0:1.8.1",2022-09-09T00:00:00,2022-09-22T00:00:00
"MsVV+WxWiVpfKFTrJQXfSckUNsX+ZKuDPWYIaOs","qT/GWWSJUSEpObNkXWgQLJTVvJvpxSPuprZAsUm","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","EChQlnpYIlutmRWGyXyOOdXajxBaUdThIRCMRva","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"lEXQRLwMkhWpKYuMjFZtTRqbwUazSXxso/XaXkz","'+qTLDI/TGAnTv+bFSERw/JTsVJUgFUOOmmuqqHk","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","jInSUKKVzbRfUPvQCJbcrfmxQYfwG/xYgdJxWHc","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"KLLWuoVuZsVQRVVrRjwPvthBUmTtXsSRuoYXWia","UwySimDZTEeTSbzGJKPRXUfBiXuQNWdyYPFz+at","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","BJfimZzvmnTGnh/IMkrqWwnEBOxESMJGTcRXXWw","1-1:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"nZKYmIvfvJ+rcWgShXW+OkHniufv/vQauZPQR/Q","liwddTQfxO/BneVTRJEj+TMIwHLTWEYpuZweVbp","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","QUTXVsjVzRZPDqOSyQM+RZqhaRSZXKDZBTbDWCH","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"TZEeBWrJSOhKwJZjvNjaFki++ehSuXvTJVSMcRm","CcEYZCTZbnxtNguXIthSQSFQBzrzyNwURiRHCFT","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","AEdXiQEaJY/WYxKCMbKSm/LyHAITYYdaYNYmxOH","1-1:1.8.0",2022-09-09T00:00:00,2022-09-15T00:00:00
"CZ/jIoYVq+fHQvSuKdeRdQSQR/jWOMQfHpvVSCS","vYG/RqJqdwUmXTrbLHWfoATjRhcbVZVGHgCEziW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","MRxvahosNHGLiV/WJhSQWJTZxCRSSuVawQuXZJd","1-1:1.8.0",2022-09-09T00:00:00,2022-10-04T00:00:00
"jHuhYhraZGnt/HLeaYDXltCoauNhmJTQt+SfRIq","yvRnZfAMbTtLYusXFDqumzugbCgttSWLZa+MVKf","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ZqS++Bv+SVkpyK/CJHXzlkwE+zpfR/hzkX//VUX","1-1:1.8.0",2022-09-09T00:00:00,2022-10-17T00:00:00
"WUXknKRNvCbXsY+bUKzneWKkfYduUTAtcEpzIn/","WwMUV+VSjIUYGpAbVUNgqLDfCxf/WWu/xWQPTOA","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","pSYQpZkRJxbMOQIZtNxXtQJSyJuSjMEFhYMeWnj","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"CLbIilsECJupWIwKuOZUdexvpaVnApEeeNJWSqs","YGgUHEWNAOvUYfZwQPhNZoFXPgiTkYKtSSCWN/n","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","IXRocqTKBKMjNTmhZuxNTY+RRnSuJjmuOVsRJLY","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"RXWdTVZxWhsCxneBqkTkqKfyVarYSYynQReVvTs","oSUGqz+YSCuloXtlVwbDOQKNXKRVd/IIEH+pwDQ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","fYLCPyRkHzK/LKTRlCNjqbdBIupuKSOoCYqqQvo","1-1:1.8.0",2022-09-09T00:00:00,2022-10-05T00:00:00
"DHaTVSYTDzSKQaYwalSnZgoOEoVQRQWyZzbijUY","cTGKjXgiaVEbVOVVtUNJFE/SqKEoYsWsFnwgFqY","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","QqeskcQRwCqRyuVnLQJd++mlwbSVWuLTfCRWTYx","1-0:1.8.2",2022-09-09T00:00:00,2022-11-25T00:00:00
"odygaQCFwGWrArrMEBVTRcMGUTWmMrEgJTHOwF/","mYQVWNazUTu/fYnrXYtRFUtMsTUSFQnABmYSYKm","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","iQU+eKHXGpmrRjXQfbOhUUBgRnBWOAVRWBpsbRY","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"KBoTInSEaoRqvgdUaevZBYRTKy/QTGWXGgTcPe+","dzSMGVXxxSdXqlqRcXJhkgSVjZCaydcRMWxglys","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","oSWFNUM/XtbBjYmWnzJWXUSbZWcXpYggFKbZSOm","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"'+/hQ/TygwVWsWzjYyAJYSETqQDhiTZlaBhyfsTb","vqQ+cqIJvFMogNUiYSISrUl/Ma+zRNVZTtXEyRw","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","QCTNAIsdRJFHcQvHVTGQXRJXsWdUUekhoybu/eW","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"'+ISpFUVVFQuRJVcqwqYWcEgy+pC+iZpswBSyqRs","sPnlRqTOUXuoQzYm+qXnBNp+iOJYgX/KhwFaokP","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","'+VyGTaUQYvNXRfjSZfhLUNRleVCbFxZJsrRISsr","1-0:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"UCDMCwXCvpBYkRlAUHIICGpKt/jXWWkRTmQmQEJ","hbuSQoNEeDKWYfdeNTIjTdsKIrJogdIPJXzyZfj","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","IynwSbaWZUawLVLARaTEZEVSqQJoSIYPuZYlCXN","1-1:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"ovQHXJVT+qYkZKYBJyysQXlwZrSuSGjZQwmYwRN","mWGLEbDVmyTSEUvpmZRfmOGJXdg+QZLcRMZQbSn","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","AWMCWatPckayvVtuYQxPYeYWW/LMIYDaRbZqAxS","1-1:1.8.0",2022-09-09T00:00:00,2022-11-04T00:00:00
"qd/nPUWrMqS/GhqGaR+UPwnQonGKA/BSpMvJSNc","tGtuhWPzVwTIZRfIKaoVWnSZKTfIynlvIiMoJYF","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","pXpemtWnjcXocPQGUMCxVSfxXYPEOSXkWVVLehr","1-0:1.8.0",2022-09-09T00:00:00,2022-09-23T00:00:00
"UtxAjSdKlGXahnWESTSTclsBXfVKfNCYxVS/+EE","ETRgttBSqfVZpRTtGvZUvRXlRVZBTDtpWjiRUBD","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","rMjdMCNYelWGrXHlVlYLDsGrMEAvcdRciLGRZcB","1-0:1.8.1",2022-09-09T00:00:00,2022-09-22T00:00:00
"QxxuMVCDzlClQOfSiuAHehLYUJZLozqiLULNZhR","mdhsRYSORuDhskQoFXW/JxGSQ/eaTRqpmSQY+Dv","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","p/QZqAO+tnIaiWtbQeHEo+afuLmfSXE//xoLRzr","1-0:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"QgIyhReShFWV+iOBxWEGbZWbntJYBNZXDSQEjTc","VCOlRdnWbRcwChnvMEIWTWgwvc/IzXAUMtbZAwj","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","btWFPZZwAIFUnTcXtJMYWIIRQBR+bSytQrPTaOn","1-0:1.8.1",2022-09-09T00:00:00,2022-09-21T00:00:00
"ZZtRoiWVXGAMv+cDkZTofxWkbLZ/LFQWTQmKTxB","vFlsAFFVmXtifLXUzfcZAsSJKkUm+XKOpTJhsJR","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","DkaQzjXFQaEWkM/HOKecwSlRSRKdP/RXAYuMQqX","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"cTNVJIZTT+YWRxsrARaqEelUXaHVKSanxgiGaYL","QAQJoD+//jWwNXARMlduRsQZRsZBRWQRWXjAOYI","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","TZXLHeZAvpvTCTWnuJhCMeC+rFglMDUkzVYlVtt","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"plQdVICZSlOSIoXIjTSNeKSTIYZXQZWJymIgwKH","OjVHOkJQvfHFXQODYgktzSufPfDQT/sVTvrVJRi","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","gzJlniXXbXHhS++sSUtorcUyicVnCaVUBTRjUMt","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"XpvIbnAZpkTrY/fbNIpmCoMhEOcRVc+m+ZOQwqQ","LdoWaVCmjxCspTMj/tlPfyAZlsDpKXWvoEkoKDK","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","fURdZiWxnMfSFOcNpWCvSTJAXAJSZSQqCYUOjjU","1-1:1.8.0",2022-09-09T00:00:00,2022-10-21T00:00:00
"cIgMhqgrQYVZqwGRTjYSXVUZfxJtDKzesulzOYO","HPooQTxhBQkOvuNXLhqx+nQVhSXfWPAtIYcTFcp","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","'+wXaRNUFIlKUaSEydWwpyKuTUmwiByNSWBhjOCV","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"Bf+RYHH+H+/VVWpZFYZDF/uiSKQCIWgFKRVWldV","LXvKFKSZGSqVmZgHUZEUGjvGfTxJGXSWPQdyzjf","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","UEyMZyCezGErcEqQKZzaadZauAjq/Z/bUsfWNvu","1-0:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"UwwX/AbJHHfQWjsvyCUOURuvFQPkZkuyxcPHhhM","qOEQaFoRcWWMiC/ToXkTRwkguNDESvuWYAZNJgs","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","zWZzaViYAZEcnfwGageJeTbXzcJAMNCw/XnFKhj","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"vSZSS+glqZDsX/fcuqtUZKZNJfNbXMeCRyTTMcB","blKiPmmgeYBphDipbGoPrXxcUOfdKBCStiiJZcW","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","O+ETALOrJSWFhRskhT/XTZYOSZUXlHAyjpvpYZZ","1-1:1.8.0",2022-09-09T00:00:00,2022-10-24T00:00:00
"cPmVRYLVZcwDrzIHDGeTXBiYPQViz+EHwTnBFTD","CHzEsNSetQJqsXdTfZQRGw/SbmIMEmaXGWBVTr/","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","QFNXRSzQqQwzWxwYRwaSyOhSXYtDRUYYzkXBYtT","1-0:1.8.1",2022-09-09T00:00:00,2022-09-19T00:00:00
"hGF/JqdZMxWPzVQBQQuymfDEhTnRbRJEZRRVMZN","CHzEsNSetQJqsXdTfZQRGw/SbmIMEmaXGWBVTr/","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","adnQXgUFtabtqFdWcCKyZ/zwfJjMfXIr+QkrkvA","1-0:1.8.2",2022-09-09T00:00:00,2022-09-19T00:00:00
